inventory,writer,count,source,destination,year,date,r_date,language,notes
DvdM_621-10,"Schot de Oude, Jacques",1,Delft,Bremen,1589,15890212,NA,Dutch,
DvdM_536-08,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15890315,NA,Dutch,
DvdM_538a-103/104,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890414,NA,Dutch,
DvdM_658-01,"Beke, Jan van der",1,Vlissingen,Bremen,1589,15890416,NA,,
DvdM_660-001,"Bongars, Jacques",1,Frankfurt,Bremen,1589,15890417,NA,,
DvdM_589-01,"Mandernach, Nicolas",1,Dordrecht,Bremen,1589,15890426,15890515,,
DvdM_358-01,"Grabius, Joseph",1,NA,NA,1589,15890428,NA,Latin,
DvdM_358-03,"Grabius, Joseph",1,NA,NA,1589,15890503,NA,Latin,
DvdM_325-02,"Borne, Jan",1,Antwerp,Bremen,1589,15890503,NA,Dutch,
DvdM_424-01,"Maerschalck, Francois de",1,Delft,Bremen,1589,15890511,NA,,
DvdM_660-003,"Bongars, Jacques",1,Frankfurt,Bremen,1589,15890514,NA,Latin,
DvdM_660-002,"Bongars, Jacques",1,Frankfurt,Bremen,1589,15890514,NA,,
DvdM_325-03,"Borne, Jan",1,Antwerp,Bremen,1589,15890524,NA,Dutch,
DvdM_325-04,"Borne, Jan",1,Antwerp,Bremen,1589,15890607,NA,Dutch,Includes a copy of previous letter 325-3.
DvdM_274-22,"Della Faille, Marten",1,Antwerp,Bremen,1589,15890614,15890621,Dutch,
DvdM_558-006,"Janssen van der Meulen, Peeter",1,Stade,Bremen,1589,15890618,15890619,Dutch,
DvdM_657-02,"Banos, Theophile de",1,Frankfurt,Bremen,1589,15890619,15890625,French,Changed both dates to new style
DvdM_432-01,"Meganck, Louis",1,Delft,Bremen,1589,15890628,NA,French,
DvdM_558-007,"Janssen van der Meulen, Peeter",1,Stade,Bremen,1589,15890806,NA,,
DvdM_274-23,"Della Faille, Marten",1,Antwerp,Bremen,1589,15890816,15890827,Dutch,
DvdM_649-01,"Wolf, Jan de",1,Haarlem,Bremen,1589,15890817,NA,,
DvdM_538a-105/106,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890828,NA,Dutch,
DvdM_538a-107,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890902,NA,Dutch,
DvdM_538a-108/109,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890904,15891017,Dutch,Changed received date to new style
DvdM_538a-110,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890910,15890923,Dutch,Changed received date to new style
DvdM_538a-111/112,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15890923,15891102,Dutch,
DvdM_536-09,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15890927,15891007,Dutch,
DvdM_536-10,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15891004,15891015,Dutch,
DvdM_538a-113,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891019,15891025,Dutch,
DvdM_274-24,"Della Faille, Marten",1,Antwerp,Bremen,1589,15891020,NA,Dutch,"Letter is not in Marten's handwriting, but it is from Marten."
DvdM_536-11,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15891025,15891105,Dutch,
DvdM_274-25,"Della Faille, Marten",1,Antwerp,Bremen,1589,15891031,15891112,Dutch,
DvdM_538a-114,"Della Faille, Jacques",1,Amsterdam,Bremen,1589,15891101,NA,Dutch,
DvdM_538a-115,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891114,15891204,Dutch,
DvdM_538a-116,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891114,NA,Dutch,
DvdM_538a-120,"Della Faille, Jacques",1,Amsterdam,Bremen,1589,15891114,NA,Dutch,
DvdM_538a-117,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891121,NA,Dutch,
DvdM_536-12,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15891122,NA,Dutch,
DvdM_538a-118/119,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891212,15891223,Dutch,
DvdM_538a-121,"Della Faille, Jacques",1,Haarlem,Bremen,1589,15891217,15900105,Dutch,
DvdM_536-13,"Eeckeren, Robert van",1,Antwerp,Bremen,1589,15891220,NA,Dutch,
DvdM_274-26,"Della Faille, Marten",1,Antwerp,Bremen,1589,15891229,15900106,Dutch,
DvdM_274-27,"Della Faille, Marten",1,Antwerp,Bremen,1590,15900103,15900116,Dutch,
DvdM_538a-122,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900114,15900205,Dutch,
DvdM_454-01,Pittavin,1,Caen,Bremen,1590,15900115,NA,,
DvdM_538a-125,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900116,15900205,Dutch,
DvdM_536-14,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900117,15900129,Dutch,
DvdM_606-04,"Eeckeren, Hester van",1,Haarlem,Bremen,1590,15900128,NA,Dutch,
DvdM_538a-123/124,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900205,15900217,Dutch,Changed received date to new style
DvdM_536-15,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900207,NA,Dutch,
DvdM_538a-126/127,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900220,15900301,Dutch,
DvdM_274-28,"Della Faille, Marten",1,Antwerp,Bremen,1590,15900221,15900304,Dutch,
DvdM_536-16,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900221,15900304,Dutch,
DvdM_538a-128,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900308,15900319,Dutch,
DvdM_538a-129,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900309,NA,Dutch,
DvdM_536-17,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900321,15900331,Dutch,
DvdM_274-29,"Della Faille, Marten",1,Antwerp,Frankfurt,1590,15900404,15900416,Dutch,
DvdM_538a-130,"Della Faille, Jacques",1,Haarlem,Frankfurt,1590,15900406,NA,Dutch,
DvdM_536-18,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900411,15900428,Dutch,
DvdM_538a-131,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900418,15900427,Dutch,Sent to Andries
DvdM_538a-132/133,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900420,NA,Dutch,
DvdM_536-19,"Eeckeren, Robert van",1,Antwerp,Frankfurt,1590,15900425,NA,Dutch,
DvdM_274-30,"Della Faille, Marten",1,Antwerp,Frankfurt,1590,15900428,15900508,Dutch,
DvdM_536-20,"Eeckeren, Robert van",1,Antwerp,Frankfurt,1590,15900430,15900513,Dutch,
DvdM_448,"Pampius, Albertus",1,Helmstedt Brunswick,Bremen,1590,15900618,NA,Latin,
DvdM_649-02,"Wolf, Jan de",1,Haarlem,Bremen,1590,15900626,NA,,
DvdM_536-21,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900627,NA,Dutch,
DvdM_538a-134,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900703,NA,Dutch,
DvdM_538a-135,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900724,15900729,Dutch,
DvdM_311,"d’Audenfort, Gomar",1,Amsterdam,Bremen,1590,15900725,NA,French,
DvdM_274-31,"Della Faille, Marten",1,Antwerp,Bremen,1590,15900801,15900812,Dutch,
DvdM_468-01,"Reide, Everhard de",1,The Hague,Bremen,1590,15900806,NA,Latin,
DvdM_538a-136/137,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900807,15900812,Dutch,
DvdM_504,"Warck, Reynerus van de ",1,Marburg,Frankfurt,1590,15900811,NA,Latin,
DvdM_538a-138,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900814,15900819,Dutch,
DvdM_524-01,"Berrewijns, Hans",1,Hamburg,Bremen,1590,15900816,15900822,Dutch,
DvdM_538a-139,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900821,15900827,Dutch,
DvdM_274-32,"Della Faille, Marten",1,Antwerp,Bremen,1590,15900822,15900901,Dutch,
DvdM_567,"Kindt, P.A.",1,Frankfurt,Bremen,1590,15900824,NA,,
DvdM_536-22,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15900825,NA,Dutch,
DvdM_538a-140,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900828,15900902,Dutch,
DvdM_628-01,"Stiger, Hans de",1,Nuremberg,Bremen,1590,15900828,NA,,
DvdM_538a-141/142,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900911,15900925,Dutch,
DvdM_538a-143,"Della Faille, Jacques",1,Haarlem,Bremen,1590,15900918,15900925,Dutch,
DvdM_536-23,"Eeckeren, Robert van",1,Antwerp,Frankfurt,1590,15900923,NA,Dutch,
DvdM_649-03,"Wolf, Jan de",1,Haarlem,Bremen,1590,15900924,15901007,,
DvdM_684-01,Unknown correspondents,1,Dieppe,NA,1590,15901001,NA,,
DvdM_535-001,"Eeckeren, Francisco van",1,Venice,Bremen,1590,15901005,15901021,Dutch,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_658-02–4,"Beke, Jan van der",1,Vlissingen,Bremen,1590,15901006,NA,,
DvdM_536-24,"Eeckeren, Robert van",1,Antwerp,Bremen,1590,15901017,NA,Dutch,
DvdM_612,"Perger, Marttin Enrus",1,Hamburg,Bremen,1590,15901023,NA,,Not sure on the month that the letter was sent.
DvdM_313,"Bastingius, Jeremias",1,Dordrecht,Bremen,1590,15901210,NA,Latin,
DvdM_558-008,"Janssen van der Meulen, Peeter",1,Lille,Vlissingen,1589,15901216,NA,Dutch,In the fleet to Lille.
DvdM_519-01,"Bellasi, Agostino",1,London,Antwerp,1591,15910207,NA,,
DvdM_553-03,"Hoest, Mattheus de",1,Leiden,Antwerp,1591,15910212,NA,Dutch,
DvdM_558-009,"Janssen van der Meulen, Peeter",1,Middelburg,Antwerp,1591,15910213,NA,Dutch,St 9-10: 13 February 1591 and 25 February 1591
DvdM_569-01,"Klamp, Johann",1,Bremen,Antwerp,1591,15910216,NA,,Changed date to new style
DvdM_677-01,"Montens, Godevart",1,Bremen,Antwerp,1591,15910219,NA,,St 1: Sent to Antwerp on 19 February 1591
DvdM_558-010,"Janssen van der Meulen, Peeter",1,Middelburg,Antwerp,1591,15910225,NA,Dutch,
DvdM_656,"Backer, Andre",1,Halberstadt,Bremen,1591,15910317,NA,French,
DvdM_296-01,"Pierens, Anna",1,Stade,Bremen,1591,15910411,NA,,
DvdM_519-02,"Matzo, Cesaro",1,Leiden,Antwerp,1591,15910416,NA,,
DvdM_324,"Bormania, Rinaldo de",1,Naples,Bremen,1591,15910525,NA,,
DvdM_530-01,"Boots, Hans",1,Wesel,Bremen,1591,15910721,NA,Dutch,Changed date to new style
DvdM_558-011,"Janssen van der Meulen, Peeter",1,Newbury,Bremen,1591,15910816,NA,Dutch,Changed date to new style
DvdM_538a-144,"Della Faille, Jacques",1,Haarlem,Bremen,1591,15910820,15910825,Dutch,
DvdM_660-004,"Bongars, Jacques",1,Frankfurt,Bremen,1591,15910823,15910828,,
DvdM_519-03,"Bellasi, Agostino",1,Verona,Bremen,1591,15910830,15910930,,Sent to Andries and Daniel
DvdM_638-001,"Vogele, Joos de",1,Haarlem,Bremen,1591,15910831,NA,,
DvdM_579-05,"Lempereur, Antonio",1,Amsterdam,Bremen,1591,15910903,NA,,St 5: Sent to Bremen on 3 September 1591 to Daniel and Andries
DvdM_536-25,"Eeckeren, Robert van",1,Antwerp,Bremen,1591,15910904,15910915,Dutch,
DvdM_586-01,"Maillet, Pierre",1,Middelburg,Bremen,1591,15910906,15910928,French,Changed received date to new style
DvdM_660-005,"Bongars, Jacques",1,Frankfurt,Bremen,1591,15910906,NA,,
DvdM_536-26,"Eeckeren, Robert van",1,Antwerp,Bremen,1591,15910911,NA,Dutch,
DvdM_519-04,"Bellasi, Agostino",1,Verona,Bremen,1591,15910911,15910930,,Sent to Andries and Daniel
DvdM_658-05,"Beke, Jan van der",1,Vlissingen,Bremen,1591,15910912,NA,,
DvdM_660-006,"Bongars, Jacques",1,Frankfurt,Bremen,1591,15910913,15910920,,
DvdM_535-003,"Eeckeren, Francisco van",1,Venice,Bremen,1591,15910914,15910930,,Sent to Andries and Daniel in Bremen. Changed received date to new style.
