inventory,writer,count,source,destination,year,date,r_date,language,notes
DvdM_237-04,Staten van Brabant,1,Antwerp,Middelburg,1584,15840922,NA,Dutch,RGP-12. Instructions for Daniel at the States of Zeeland.
DvdM_237-05,Staten van Brabant,1,Antwerp,Delft,1584,15840922,NA,Dutch,RGP-11. Instructions for Daniel at the States of Holland and the States General.
DvdM_239-19,Staten van Brabant,1,Antwerp,Delft,1584,15840928,NA,Dutch,RGP-13
DvdM_239-20,Staten van Brabant,1,Antwerp,Delft,1584,15841002,NA,Dutch,RGP-15
DvdM_593a-001,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841003,NA,Dutch,RGP-16
DvdM_593a-002,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841005,NA,Dutch,RGP-17
DvdM_239-26,Staten van Brabant,1,Antwerp,Delft,1584,15841007,NA,Dutch,RGP-18
DvdM_593a-003,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841010,NA,Dutch,RGP-19
DvdM_593a-004,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841012,NA,Dutch,RGP-20
DvdM_239-27,Burgemeesters of Antwerp,1,Antwerp,Delft,1584,15841014,NA,Dutch,RGP-21
DvdM_593a-005,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841016,NA,Dutch,RGP-22
DvdM_593a-006,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841017,NA,Dutch,RGP-23
DvdM_593a-007,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841018,NA,Dutch,RGP-24
DvdM_593a-008,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841024,NA,Dutch,RGP-25
DvdM_593a-009,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841025,NA,Dutch,RGP-26
DvdM_593a-010,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841027,NA,Dutch,RGP-27
DvdM_558-001,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1584,15841029,NA,Dutch,RGP-29
DvdM_295-01,"Meulen, Sara van der",1,Antwerp,Delft,1584,15841029,NA,Dutch,RGP-28
DvdM_593a-011,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841103,NA,Dutch,RGP-30
DvdM_593a-012,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841105,NA,Dutch,RGP-31. Sent over land by express.
DvdM_593a-013,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841105,NA,Dutch,RGP-32. Sent by sea.
DvdM_295-02,"Meulen, Sara van der",1,Antwerp,Delft,1584,15841105,NA,Dutch,RGP-33
DvdM_593a-014,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841108,NA,Dutch,RGP-34. Written on 7–8 November.
DvdM_558-001a,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1584,15841109,NA,Dutch,RGP-35
DvdM_553-01,"Hoest, Mattheus de",1,Antwerp,Delft,1584,15841110,NA,Dutch,RGP-37
DvdM_593a-015,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841110,NA,Dutch,RGP-36. Written on 9_10 November.
DvdM_593a-016,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841112,NA,Dutch,RGP-38. Sent to ‘Delft oft daer hij is.”
DvdM_593a-017,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841117,NA,Dutch,RGP-39
DvdM_593a-018,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841118,NA,Dutch,RGP-40
DvdM_238-03,Staten van Brabant,1,Antwerp,Delft,1584,15841119,NA,Dutch,RGP-41
CL_183-05,"Lempereur, Antonio",1,Cologne,Antwerp,1584,15841120,NA,French,RGP-42
DvdM_593a-019,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841124,NA,Dutch,RGP-43
DvdM_593a-020,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841124,NA,Dutch,RGP-44
DvdM_593a-021,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841125,NA,Dutch,RGP-45. Letter not sent till 28 November.
DvdM_593a-022,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841128,NA,Dutch,RGP-46
DvdM_593a-023,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841128,NA,Dutch,RGP-47
DvdM_593a-024,"Meulen, Andries van der",1,Antwerp,Delft,1584,15841202,NA,Dutch,RGP-48
DvdM_593a-025/26,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841204,NA,Dutch,RGP-50
DvdM_593a-027,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841205,NA,Dutch,RGP-51
DvdM_593a-028/29,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841207,NA,Dutch,RGP-52
DvdM_593a-030,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841208,NA,Dutch,RGP-53
DvdM_593a-031/32,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841208,NA,Dutch,RGP-54/55
DvdM_558-002,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1584,15841210,NA,Dutch,RGP-57
DvdM_593a-033,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841210,NA,Dutch,RGP-56
DvdM_538a-001,"Della Faille, Jacques",1,Haarlem,The Hague,1584,15841212,NA,Dutch,RGP-58
DvdM_593a-034,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841213,NA,Dutch,RGP-59
DvdM_593a-035,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841217,NA,Dutch,RGP-60
DvdM_593a-036,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841225,NA,Dutch,RGP-61
DvdM_593a-037,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841229,NA,Dutch,RGP-62. Written on 28–29 December.
DvdM_558-003,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1584,15841230,NA,Dutch,RGP-63
DvdM_593a-038,"Meulen, Andries van der",1,Antwerp,Haarlem,1584,15841230,NA,Dutch,RGP-64. Written on 30–31 December.
DvdM_593a-039,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850103,NA,Dutch,RGP-65. Sent to Delft or where he is.
DvdM_593a-040,"Meulen, Andries van der",1,Antwerp,Haarlem,1585,15850109,NA,Dutch,RGP-66. Sent to Haarlem or where he is.
DvdM_593a-041,"Meulen, Andries van der",1,Antwerp,Haarlem,1585,15850111,NA,Dutch,RGP-67. Sent with the messenger from Amsterdam.
DvdM_593a-042,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850112,NA,Dutch,RGP-68. Written on 11–12 January. Sent to Delft or where he is.
DvdM_593a-043,"Meulen, Andries van der",1,Antwerp,Haarlem,1585,15850112,NA,Dutch,RGP-69
DvdM_593a-044,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850117,NA,Dutch,RGP-70
DvdM_593a-045,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850122,NA,Dutch,RGP-71
DvdM_593a-046,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850123,NA,Dutch,RGP-72
DvdM_274-07,"Della Faille, Marten",1,Antwerp,Haarlem,1585,15850124,NA,Dutch,RGP-73
DvdM_593a-047,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850128,NA,Dutch,RGP-74
DvdM_593a-048,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850130,NA,Dutch,RGP-75. Sent to Delft or Haarlem.
DvdM_593a-049,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850205,NA,Dutch,RGP-76
DvdM_593a-050,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850207,NA,Dutch,RGP-77
DvdM_538a-004,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850210,NA,Dutch,RGP-78
DvdM_593a-051,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850211,NA,Dutch,RGP-79
DvdM_593a-052,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850216,NA,Dutch,RGP-80
DvdM_538a-003,"Della Faille, Jacques",1,Haarlem,The Hague,1585,15850220,NA,Dutch,RGP-82
DvdM_593a-053,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850220,NA,Dutch,RGP-81
DvdM_538a-005,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850221,NA,Dutch,RGP-83
DvdM_593a-054,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850222,NA,Dutch,RGP-84. Written on 21–22 February.
DvdM_593a-055,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850225,NA,Dutch,RGP-85
DvdM_661-01,Staten van Brabant,1,Antwerp,Delft,1585,15850225,NA,Dutch,RGP-86
DvdM_593a-056,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850226,NA,Dutch,RGP-87
DvdM_661-02,Staten van Brabant,1,Antwerp,Delft,1585,15850226,NA,Dutch,RGP-86a
DvdM_593a-057,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850227,NA,Dutch,RGP-88. No listed destination.
DvdM_593a-058,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850302,NA,Dutch,RGP-89
DvdM_593a-059,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850305,NA,Dutch,RGP-90
DvdM_593a-060,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850309,NA,Dutch,RGP-91
DvdM_593a-061,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850311,NA,Dutch,RGP-92
DvdM_538a-006,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850312,NA,Dutch,RGP-93
DvdM_593a-062,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850313,NA,Dutch,RGP-94
DvdM_538a-007,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850314,NA,Dutch,RGP-96
DvdM_593a-063,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850314,NA,Dutch,RGP-95
DvdM_593a-064,Staten van Brabant,1,Antwerp,Delft,1585,15850314,NA,Dutch,RGP-97
DvdM_593a-066,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850315,NA,Dutch,RGP-98
DvdM_593a-066,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850319,NA,Dutch,RGP-99
DvdM_538a-008,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850325,NA,Dutch,RGP-101
DvdM_539-01,"Della Faille, Joris",1,Dordrecht,Haarlem,1585,15850325,NA,Dutch,RGP-100. Son of Marten. Likely from Dordrecht. St 2 from this inventory is actually from Nicolas Malapert in Frankfurt.
DvdM_593a-067,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850325,NA,Dutch,RGP-102. Letter not sent until 28 March 1585. 'Godt beware den bode'
DvdM_274-08,"Della Faille, Marten",1,Antwerp,Haarlem,1585,15850328,NA,Dutch,RGP-103
DvdM_593a-068,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850328,NA,Dutch,RGP-104
DvdM_593a-069,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850330,NA,Dutch,RGP-105
DvdM_593a-070,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850331,NA,Dutch,RGP-106
DvdM_593a-071,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850406,NA,Dutch,RGP-107
DvdM_593a-072,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850410,NA,Dutch,RGP-108
DvdM_56-03,"Eeckeren, Robert van",1,Haarlem,Delft,1585,15850411,NA,Dutch,RGP-110
DvdM_593a-073,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850411,NA,Dutch,RGP-109
DvdM_593a-074,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850419,NA,Dutch,RGP-111
DvdM_593a-075,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850424,NA,Dutch,RGP-113
DvdM_239-43,"Anraet, Thomas",1,Antwerp,Delft,1585,15850427,NA,Dutch,RGP-114
DvdM_593a-076,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850428,NA,Dutch,RGP-115
DvdM_593a-077,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850430,NA,Dutch,RGP-116. Daniel was actually in Middelburg at this time.
DvdM_538a-009,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850501,NA,Dutch,RGP-117
DvdM_593a-078,"Meulen, Andries van der",1,Antwerp,Middelburg,1585,15850504,NA,Dutch,RGP-118
DvdM_538a-011,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850508,NA,Dutch,RGP-119
DvdM_274-10a,"Della Faille, Marten",1,Antwerp,Delft,1585,15850509,NA,Dutch,RGP-120. No listed destination.
DvdM_593a-079,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850509,NA,Dutch,RGP-121
DvdM_593a-080,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850511,NA,Dutch,RGP-122
DvdM_538a-012,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850512,NA,Dutch,RGP-123
DvdM_593a-081,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850517,NA,Dutch,RGP-124
DvdM_538a-013,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850520,NA,Dutch,RGP-125. Letter addressed to Hester.
DvdM_538a-014,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850528,NA,Dutch,RGP-127
DvdM_274-10b,"Della Faille, Marten",1,Antwerp,Delft,1585,15850528,NA,Dutch,RGP-126. No listed destination.
DvdM_593a-082,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850528,NA,Dutch,RGP-128
DvdM_593a-083,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850528,NA,Dutch,RGP-129
DvdM_593a-084,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850530,NA,Dutch,RGP-130
DvdM_593a-085,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850601,NA,Dutch,RGP-131
DvdM_593a-086,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850604,NA,Dutch,RGP-133
DvdM_538a-015,"Della Faille, Jacques",1,Haarlem,Middelburg,1585,15850611,NA,Dutch,RGP-134
DvdM_239-45,Staten van Brabant,1,Antwerp,The Hague,1585,15850613,NA,Dutch,"RGP-135. No listed address, but the States General was in The Hague"
DvdM_593a-087,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850614,NA,Dutch,RGP-136. Written on 13–14 June
DvdM_538a-016,"Della Faille, Jacques",1,Haarlem,NA,1585,15850617,NA,Dutch,RGP-137. 
DvdM_218-020,Burgemeesters of Antwerp,1,Antwerp,The Hague,1585,15850619,NA,Dutch,"RGP-138. No listed destination, but the States General was in The Hague"
DvdM_593a-088,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850620,NA,Dutch,RGP-139
DvdM_157-02a,"Wale, Jan de",1,Venice,Haarlem,1585,15850623,NA,Dutch,RGP-140. No listed destination. Letter is a copy. Deals with the rekening of the wool sold in Venice.
DvdM_593a-089,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850629,NA,Dutch,RGP-141
DvdM_593a-090,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850705,NA,Dutch,RGP-143. Sent on 10 July along with a letter from 9 July (nr 144)
DvdM_593a-091,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850709,NA,Dutch,RGP-144
DvdM_593a-092,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850712,NA,Dutch,RGP-146
DvdM_593a-093,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850713,NA,Dutch,RGP-147
DvdM_593a-094,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850719,NA,Dutch,RGP-148
DvdM_593a-095,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850725,NA,Dutch,RGP-149
DvdM_593a-096,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850727,NA,Dutch,RGP-150
DvdM_538a-018,"Della Faille, Jacques",1,Lisse,Delft,1585,15850729,NA,Dutch,RGP-151. Lisse is a town between Haarlem and Leiden
DvdM_593a-097a,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850731,NA,Dutch,RGP-152. This letter was sent on 1 August after being added to with text of nr 153.
DvdM_593a-097b,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850801,NA,Dutch,RGP-152a
DvdM_538a-019,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850802,NA,Dutch,RGP-153
DvdM_538a-020,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850806,NA,Dutch,RGP-155
DvdM_674-01,"Calvart, Jacques",1,Haarlem,Delft,1585,15850806,NA,French,RGP-154. This is 674-1 and 239-48.
DvdM_538a-022,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850807,NA,Dutch,RGP-156
DvdM_593a-098,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850808,NA,Dutch,RGP-158
DvdM_538a-023,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850809,NA,Dutch,RGP-159
DvdM_538a-024,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850812,NA,Dutch,RGP-161. Letter addressed to Hester or Daniel.
DvdM_593a-099,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850812,NA,Dutch,RGP-160
DvdM_593a-100,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850816,NA,Dutch,RGP-163
DvdM_538a-025,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850818,NA,Dutch,RGP-164. Date is approximate.
DvdM_538a-027,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850822,NA,Dutch,RGP-165
DvdM_593a-101,"Meulen, Andries van der",1,Antwerp,Delft,1585,15850822,NA,Dutch,RGP-166
DvdM_157-02b,"Wale, Jan de",1,Venice,Haarlem,1585,15850830,NA,Dutch,RGP-167. No listed destination. Letter is a copy. Deals with the rekening of the wool sold in Venice.
DvdM_538a-029,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850902,NA,Dutch,RGP-169. No listed destination.
DvdM_538a-030,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850903,NA,Dutch,RGP-170
DvdM_558-004,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1585,15850904,NA,Dutch,RGP-171. No listed destination.
DvdM_538a-031,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850906,NA,Dutch,RGP-172
DvdM_558-005,"Janssen van der Meulen, Peeter",1,Antwerp,Delft,1585,15850906,NA,Dutch,RGP-LXV. Addressed to Andries
DvdM_538a-033,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850907,NA,Dutch,RGP-174
DvdM_538a-034,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850908,NA,Dutch,RGP-175
DvdM_538a-036,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850910,NA,Dutch,RGP-177
DvdM_538a-037,"Della Faille, Jacques",1,Haarlem,Delft,1585,15850914,NA,Dutch,RGP-178
DvdM_274-11,"Della Faille, Marten",1,Antwerp,Delft,1585,15850916,NA,Dutch,RGP-179
DvdM_274-12,"Della Faille, Marten",1,Antwerp,Delft,1585,15850917,NA,Dutch,RGP-180
DvdM_538a-039,"Della Faille, Jacques",1,Het Vlie,Bremen,1585,15851021,NA,Dutch,Jacques was on his way to Hamburg. For geolocation I could use Oost-Vlie.
DvdM_538a-040,"Della Faille, Jacques",1,Hamburg,Bremen,1585,15851030,NA,Dutch,"Did not change date, because it is not listed as old style."
DvdM_538a-041,"Della Faille, Jacques",1,Emden,Bremen,1585,15851130,NA,Dutch,Changed date to new style. No destination specified in letter.
DvdM_538a-042,"Noirot, Jacques",1,Haarlem,Bremen,1585,15851216,NA,Dutch,Letter from Jacques Noirot in service to Jacques della Faille
DvdM_538a-043,"Noirot, Jacques",1,Amsterdam,Bremen,1585,15851220,NA,Dutch,Letter from Jacques Noirot in service to Jacques della Faille
DvdM_538a-044,"Della Faille, Jacques",1,Haarlem,Bremen,1585,15851227,NA,Dutch,
DvdM_274-13,"Della Faille, Marten",1,Antwerp,Bremen,1586,15860105,15860126,Dutch,
DvdM_538a-045/46,"Della Faille, Jacques",1,Haarlem,Bremen,1586,15860118,NA,Dutch,
DvdM_538a-047,"Della Faille, Jacques",1,Haarlem,Bremen,1586,15860213,NA,Dutch,"Addressed to Hester and sent with 538-48, which was a letter from Josina to Hester. Did not include second letter."
DvdM_593a-102,"Meulen, Andries van der",1,Bremen,Brunswick,1586,15860214,NA,Dutch,
DvdM_538a-049,"Della Faille, Jacques",1,Haarlem,Bremen,1586,15860416,NA,Dutch,
DvdM_593a-103,"Meulen, Andries van der",1,Bremen,Haarlem,1586,15860522,NA,Dutch,
DvdM_538a-050,"Della Faille, Jacques",1,Haarlem,Middelburg,1586,15860530,NA,Dutch,
DvdM_593a-104,"Meulen, Andries van der",1,Bremen,Middelburg,1586,15860531,NA,Dutch,
DvdM_538a-051,"Della Faille, Jacques",1,The Hague,Delft,1586,15860601,NA,Dutch,Delft (house of Jacob Schot or to Middelburg
DvdM_538a-052,"Della Faille, Jacques",1,The Hague,Delft,1586,15860601,NA,Dutch,Sent along with 538a-51
DvdM_538a-053,"Della Faille, Jacques",1,Haarlem,Utrecht,1586,15860601,NA,Dutch,No exact date.
DvdM_593a-105,"Meulen, Andries van der",1,Bremen,Middelburg,1586,15860604,NA,Dutch,
DvdM_593a-107,"Meulen, Andries van der",1,Bremen,London,1586,15860612,NA,Dutch,
DvdM_593a-108,"Meulen, Andries van der",1,Bremen,London,1586,15860617,NA,Dutch,
DvdM_593a-109,"Meulen, Andries van der",1,Bremen,London,1586,15860625,NA,Dutch,
DvdM_593a-110,"Meulen, Andries van der",1,Bremen,London,1586,15860710,NA,Dutch,
DvdM_593a-111,"Meulen, Andries van der",1,Bremen,London,1586,15860719,15860826,Dutch,
DvdM_593a-112,"Meulen, Andries van der",1,Bremen,London,1586,15860722,NA,Dutch,
DvdM_593a-113,"Meulen, Andries van der",1,Bremen,London,1586,15860725,NA,Dutch,"Addressed to Haarlem, but Daniel was still in London."
DvdM_593a-115/116,"Meulen, Andries van der",1,Bremen,London,1586,15860726,NA,Dutch,"Addressed to Middelburg, but Daniel was still in London."
DvdM_593a-114,"Meulen, Andries van der",1,Bremen,London,1586,15860729,NA,Dutch,"Addressed to Middelburg, but Daniel was still in London."
DvdM_274-14,"Della Faille, Marten",1,Antwerp,London,1586,15860821,15860830,Dutch,
DvdM_593a-117,"Meulen, Andries van der",1,Bremen,London,1586,15860826,NA,Dutch,
DvdM_274-15,"Della Faille, Marten",1,Antwerp,London,1586,15860912,NA,Dutch,
DvdM_593a-118/119,"Meulen, Andries van der",1,Bremen,London,1586,15860915,NA,Dutch,
DvdM_274-16,"Della Faille, Marten",1,Antwerp,London,1586,15860928,NA,Dutch,
DvdM_593a-119a,"Meulen, Andries van der",1,Bremen,NA,1586,15861011,NA,Dutch,Partial letters 1–12
DvdM_593a-119b,"Meulen, Andries van der",1,Bremen,NA,1586,15861031,NA,Dutch,Partial letters pages 13–25
DvdM_593a-119c,"Meulen, Andries van der",1,Bremen,NA,1586,15861104,NA,Dutch,Partial letters pages 26–29
DvdM_538a-054,"Della Faille, Jacques",1,London,Bremen,1586,15861106,NA,Dutch,Jacques to Hester
DvdM_538a-055–57,"Della Faille, Jacques",1,London,Bremen,1586,15861209,NA,Dutch,Written between 16 November 1586 and 9 December 1586.
DvdM_538a-058,"Della Faille, Jacques",1,London,Bremen,1586,15861217,NA,Dutch,
DvdM_538a-059,"Hamels, Josina",1,Haarlem,Bremen,1587,15870102,NA,Dutch,Copy of letter Jacques sent to Josina on 17 December. Same date as 538a-58
DvdM_538a-060/61,"Della Faille, Jacques",1,London,Bremen,1587,15870128,NA,Dutch,
DvdM_538a-062,"Hamels, Josina",1,Haarlem,Bremen,1587,15870213,NA,Dutch,
DvdM_538a-063,"Della Faille, Jacques",1,London,Bremen,1587,15870306,NA,Dutch,
DvdM_60-12,"Della Faille, Jacques",1,Haarlem,Bremen,1587,15870412,NA,Dutch,
DvdM_270-01/02,"Della Faille, Jan",1,Leiden,Bremen,1587,15870503,NA,Dutch,
DvdM_606-01,"Eeckeren, Hester van",1,Dordrecht,Bremen,1587,15870617,NA,Dutch,
DvdM_262-01,"Eeckeren, Robert van",1,Antwerp,Bremen,1587,15870620,NA,Dutch,
DvdM_538a-064–68,"Della Faille, Jacques",1,Haarlem,Bremen,1587,15870709,15870719,Dutch,Written 29 June - 9 July
DvdM_274-18,"Della Faille, Marten",1,Antwerp,Bremen,1587,15870726,NA,Dutch,Same day Marten also sent a letter to Hester 274-17
DvdM_538a-069,"Della Faille, Jacques",1,Haarlem,Bremen,1587,15870901,15870915,Dutch,Changed received date to new style
DvdM_536-01,"Eeckeren, Robert van",1,Antwerp,Bremen,1587,15870906,NA,Dutch,
DvdM_325-01,"Borne, Jan",1,Antwerp,Bremen,1587,15871003,15871101,Dutch,
DvdM_538a-071–73,"Della Faille, Jacques",1,Haarlem,Bremen,1587,15871004,NA,Dutch,Written 1 to 4 October.
DvdM_536-02,"Eeckeren, Robert van",1,Antwerp,Bremen,1587,15871130,15880128,Dutch,
DvdM_538a-074/75,"Della Faille, Jacques",1,Haarlem,Bremen,1587,15871218,15880113,Dutch,538a-70 was sent along with this letter.
DvdM_538a-077–83,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880208,15880229,Dutch,Written on 7–8 February
DvdM_262-02,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880309,NA,Dutch,
DvdM_513,"Achelen, Aelken van",1,Haarlem,Bremen,1588,15880401,NA,Dutch,
DvdM_606-02,"Eeckeren, Hester van",1,Dordrecht,Bremen,1588,15880401,NA,,
DvdM_538a-087/88,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880406,NA,Dutch,Josina wrote a letter to Hester on the same day 538a-86
DvdM_607-001,"Noirot, Melchior",1,Frankfurt,Bremen,1588,15880409,NA,Dutch,St 1: 30 March 1588
DvdM_538a-089,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880417,NA,Dutch,
DvdM_538a-090/91,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880508,NA,Dutch,
DvdM_538a-095/96,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880611,NA,Dutch,Written on 10 and 11 June
DvdM_536-03,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880629,NA,Dutch,
DvdM_536-04,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880701,NA,Dutch,Date is approximate. No clear date other than July 1588.
DvdM_538a-098/99,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880704,NA,Dutch,
DvdM_538a-100,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880709,NA,Dutch,
DvdM_538a-097,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15880715,NA,Dutch,Date is approximate. Written after 9 July 1588.
DvdM_480-1,"Sixtinus, R.",1,Marburg,Bremen,1588,15880716,NA,Latin,
DvdM_536-05,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880727,NA,Dutch,
DvdM_480-2,"Sixtinus, R.",1,Marburg,Bremen,1588,15880727,NA,Latin,
DvdM_274-19,"Della Faille, Marten",1,Antwerp,Bremen,1588,15880803,NA,Dutch,
DvdM_536-06,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880803,NA,Dutch,
DvdM_274-20,"Della Faille, Marten",1,Antwerp,Bremen,1588,15880810,NA,Dutch,
DvdM_536-07,"Eeckeren, Robert van",1,Antwerp,Bremen,1588,15880824,NA,Dutch,
DvdM_274-21,"Della Faille, Marten",1,Antwerp,Bremen,1588,15880827,NA,Dutch,
DvdM_606-03,"Eeckeren, Hester van",1,Dordrecht,Bremen,1588,15880906,NA,Dutch,
DvdM_295-03,"Meulen, Sara van der",1,Cologne,Bremen,1588,15880915,NA,Dutch,
DvdM_553-02,"Hoest, Mattheus de",1,Antwerp,Middelburg,1588,15881102,NA,Dutch,
DvdM_538a-101/102,"Della Faille, Jacques",1,Haarlem,Bremen,1588,15881107,NA,Dutch,
