inventory,writer,source,destination,year,date,rec_date,resp_date,language,notes
DvdM_538a-139,"Della Faille, Jacques",Haarlem,Bremen,1590,15900821,15900827,NA,Dutch,
DvdM_538a-140,"Della Faille, Jacques",Haarlem,Bremen,1590,15900828,15900902,NA,Dutch,
DvdM_538a-141/142,"Della Faille, Jacques",Haarlem,Bremen,1590,15900911,15900925,NA,Dutch,
DvdM_538a-143,"Della Faille, Jacques",Haarlem,Bremen,1590,15900918,15900925,NA,Dutch,
DvdM_538a-144,"Della Faille, Jacques",Haarlem,Bremen,1591,15910820,15910825,NA,Dutch,
DvdM_538a-145,"Della Faille, Jacques",Haarlem,Bremen,1591,15910915,NA,NA,Dutch,
DvdM_538a-146,"Della Faille, Jacques",Haarlem,Bremen,1591,15910924,NA,NA,Dutch,
DvdM_538a-147,"Della Faille, Jacques",Haarlem,Leiden,1591,15911012,NA,NA,Dutch,
DvdM_538a-149,"Della Faille, Jacques",Haarlem,Leiden,1591,15911020,15911021,NA,Dutch,
DvdM_538a-150,"Della Faille, Jacques",Haarlem,Amsterdam,1591,15911028,15911028,NA,Dutch,
DvdM_538a-151,"Della Faille, Jacques",Haarlem,Amsterdam,1591,15911030,15911031,NA,Dutch,
DvdM_538a-152,"Della Faille, Jacques",Haarlem,Leiden,1591,15911102,NA,NA,Dutch,
DvdM_538a-153,"Della Faille, Jacques",Haarlem,Leiden,1591,15911105,15911105,NA,Dutch,
DvdM_538a-155,"Della Faille, Jacques",Haarlem,Leiden,1591,15911111,15911112,NA,Dutch,
DvdM_538a-156,"Della Faille, Jacques",Haarlem,Leiden,1591,15911113,15911113,NA,Dutch,
DvdM_538a-157,"Della Faille, Jacques",Haarlem,Leiden,1591,15911116,NA,NA,Dutch,
DvdM_538a-158,"Della Faille, Jacques",Haarlem,Leiden,1591,15911129,15911130,NA,Dutch,the letter was mistakenly dated from 30 November by Jacques
DvdM_538a-159,"Della Faille, Jacques",Haarlem,Leiden,1591,15911216,15911218,NA,Dutch,
DvdM_538a-160,"Della Faille, Jacques",Haarlem,Leiden,1591,15911222,15911223,NA,Dutch,
DvdM_538a-161,"Della Faille, Jacques",Haarlem,Leiden,1591,15911228,15911228,NA,Dutch,
DvdM_538a-162,"Della Faille, Jacques",Haarlem,Leiden,1591,15911229,NA,NA,Dutch,
DvdM_538a-163,"Della Faille, Jacques",Haarlem,Leiden,1592,15920102,15920102,NA,Dutch,
DvdM_538a-165,"Della Faille, Jacques",Haarlem,Leiden,1592,15920115,15920116,NA,Dutch,
DvdM_538a-166,"Della Faille, Jacques",Haarlem,Leiden,1592,15920112,15920113,NA,Dutch,
DvdM_538a-167,"Della Faille, Jacques",Haarlem,Leiden,1592,15920123,15920123,NA,Dutch,
DvdM_538a-168,"Della Faille, Jacques",Haarlem,Leiden,1592,15920216,15920216,NA,Dutch,
DvdM_538a-169,"Della Faille, Jacques",Haarlem,Leiden,1592,15920220,15920223,NA,Dutch,
DvdM_538a-170,"Della Faille, Jacques",Haarlem,Leiden,1592,15920309,15920311,NA,Dutch,
DvdM_538a-171,"Della Faille, Jacques",Haarlem,Leiden,1592,15920311,15920312,NA,Dutch,
DvdM_538a-172,"Della Faille, Jacques",Haarlem,Leiden,1592,15920319,15920320,NA,Dutch,
DvdM_538a-173,"Della Faille, Jacques",Haarlem,Leiden,1592,15920320,15920322,NA,Dutch,
DvdM_538a-175,"Della Faille, Jacques",The Hague,Leiden,1592,15920412,NA,NA,Dutch,
DvdM_538a-176,"Della Faille, Jacques",Haarlem,Leiden,1592,15920506,15920507,NA,Dutch,
DvdM_538a-177,"Della Faille, Jacques",Haarlem,Leiden,1592,15920510,15920510,NA,Dutch,
DvdM_538a-178,"Della Faille, Jacques",Haarlem,Leiden,1592,15920515,15920515,NA,Dutch,
DvdM_538a-180,"Della Faille, Jacques",Haarlem,Leiden,1592,15920528,15920529,NA,Dutch,
DvdM_538a-181,"Della Faille, Jacques",Haarlem,Leiden,1592,15920718,15920720,NA,Dutch,Copy of a letter from Aertsen to Jacques from 1 June 1592 (old style)
DvdM_538a-182,"Della Faille, Jacques",Haarlem,Leiden,1592,15920603,15920603,NA,Dutch,
DvdM_538a-183,"Della Faille, Jacques",Haarlem,Leiden,1592,15920618,15920619,NA,Dutch,
DvdM_538a-184,"Della Faille, Jacques",Haarlem,Leiden,1592,15920627,15920628,NA,Dutch,
DvdM_538a-185,"Della Faille, Jacques",Haarlem,Leiden,1592,15920702,15920703,NA,Dutch,
DvdM_538a-186,"Della Faille, Jacques",Haarlem,Leiden,1592,15920714,15920715,NA,Dutch,
DvdM_538a-187,"Della Faille, Jacques",Haarlem,Leiden,1592,15920724,15920724,NA,Dutch,
DvdM_538a-188,"Wissele, Hendrick van",Haarlem,Leiden,1592,15920727,15920728,NA,Dutch,
DvdM_538a-189,"Della Faille, Jacques",Haarlem,Leiden,1592,15920802,15920803,NA,Dutch,
DvdM_538a-190,"Monicx, Willem",Haarlem,Leiden,1592,15920828,15920829,NA,Dutch,
DvdM_538a-191,"Della Faille, Jacques",Haarlem,Leiden,1592,15920906,15920906,NA,Dutch,
DvdM_538a-192–93,"Della Faille, Jacques",Haarlem,Leiden,1592,15920911,15920906,NA,Dutch,
DvdM_538a-196,"Della Faille, Jacques",Haarlem,Leiden,1592,15920929,15920929,NA,Dutch,
DvdM_538a-197,"Della Faille, Jacques",Haarlem,Leiden,1592,15921003,15921004,NA,Dutch,
DvdM_538a-198,"Della Faille, Jacques",Haarlem,Leiden,1592,15921102,15921103,NA,Dutch,
DvdM_538a-199,"Della Faille, Jacques",Haarlem,Leiden,1592,15921106,15921106,NA,Dutch,
DvdM_538a-200,"Della Faille, Jacques",Haarlem,Leiden,1592,15921116,15921116,NA,Dutch,
DvdM_538a-201,"Della Faille, Jacques",Haarlem,Leiden,1592,15921126,15921128,NA,Dutch,
DvdM_538a-202,"Della Faille, Jacques",Haarlem,Leiden,1592,15921203,15921203,NA,Dutch,
DvdM_538a-203,"Della Faille, Jacques",Haarlem,Leiden,1592,15921212,15921212,NA,Dutch,
DvdM_538a-204,"Della Faille, Jacques",Haarlem,Leiden,1592,15921215,15921216,NA,Dutch,
DvdM_538a-206,"Della Faille, Jacques",Haarlem,Leiden,1592,15921226,15921228,NA,Dutch,
DvdM_538a-207,"Della Faille, Jacques",Haarlem,Leiden,1592,15921229,15921230,NA,Dutch,
DvdM_538a-208,"Della Faille, Jacques",Haarlem,Leiden,1592,15921230,15921230,NA,Dutch,
DvdM_538b-001,"Della Faille, Jacques",Haarlem,Leiden,1593,15930111,15930112,15930117,Dutch,
DvdM_538b-002,"Della Faille, Jacques",Haarlem,Leiden,1593,15930116,15930116,15930117,Dutch,
DvdM_538b-003,"Della Faille, Jacques",Haarlem,Delft,1593,15930123,15930123,NA,Dutch,
DvdM_538b-004,"Della Faille, Jacques",Haarlem,Leiden,1593,15930126,15930126,NA,Dutch,
DvdM_538b-005,"Della Faille, Jacques",Haarlem,Leiden,1593,15930206,15930206,NA,Dutch,
DvdM_538b-006,"Della Faille, Jacques",Haarlem,Leiden,1593,15930210,15930210,NA,Dutch,
DvdM_538b-007,"Della Faille, Jacques",Haarlem,Leiden,1593,15930212,15930213,NA,Dutch,
DvdM_538b-008,"Della Faille, Jacques",Haarlem,Leiden,1593,15930216,15930216,NA,Dutch,
DvdM_538b-009,"Della Faille, Jacques",Haarlem,Leiden,1593,15930217,15930218,15930219,Dutch,
DvdM_538b-010,"Della Faille, Jacques",Haarlem,Leiden,1593,15930219,15930219,NA,Dutch,
DvdM_538b-011,"Della Faille, Jacques",Haarlem,Leiden,1593,15930306,15930306,15930308,Dutch,
DvdM_538b-012,"Della Faille, Jacques",Haarlem,Leiden,1593,15930313,15930313,NA,Dutch,
DvdM_538b-013,"Della Faille, Jacques",Haarlem,Leiden,1593,15930315,15930316,NA,Dutch,
DvdM_538b-014,"Della Faille, Jacques",Haarlem,Leiden,1593,15930315,15930316,NA,Dutch,
DvdM_538b-015,"Della Faille, Jacques",Haarlem,Leiden,1593,15930318,15930318,NA,Dutch,
DvdM_538b-016,"Della Faille, Jacques",Haarlem,Leiden,1593,15930322,15930323,NA,Dutch,"Front of letter says 22 March, but back says it was sent on 23 March."
DvdM_538b-017,"Della Faille, Jacques",Haarlem,Leiden,1593,15930403,15830403,15830406,Dutch,
DvdM_538b-019,"Della Faille, Jacques",Haarlem,Leiden,1593,15930412,15830412,NA,Dutch,
DvdM_538b-020,"Della Faille, Jacques",Haarlem,Leiden,1593,15930425,15830425,NA,Dutch,
DvdM_538b-021,"Della Faille, Jacques",Haarlem,Leiden,1593,15930503,15930503,NA,Dutch,
DvdM_538b-022,"Della Faille, Jacques",Haarlem,Leiden,1593,15930513,15930513,15930515,Dutch,
DvdM_538b-023/24,"Della Faille, Jacques",Haarlem,Leiden,1593,15930603,15930603,NA,Dutch,
DvdM_538b-025,"Della Faille, Jacques",Haarlem,Leiden,1593,15930604,15930605,15930605,Dutch,
DvdM_538b-026,"Della Faille, Jacques",Haarlem,Leiden,1593,15930608,15930608,15930611,Dutch,
DvdM_538b-027,"Della Faille, Jacques",Haarlem,Leiden,1593,15930610,15930610,15930610,Dutch,
DvdM_538b-028,"Della Faille, Jacques",Haarlem,Leiden,1593,15930610,15930610,15930611,Dutch,
DvdM_538b-029,"Della Faille, Jacques",Haarlem,Leiden,1593,15930611,15930611,15930612,Dutch,
DvdM_538b-030/31,"Della Faille, Jacques",Haarlem,Leiden,1593,15930618,15930618,NA,Dutch,
DvdM_538b-033,"Della Faille, Jacques",Haarlem,Leiden,1593,15930630,15930630,NA,Dutch,
DvdM_538b-035,"Della Faille, Jacques",Haarlem,Leiden,1593,15930706,15930706,NA,Dutch,
DvdM_538b-036,"Della Faille, Jacques",Haarlem,Leiden,1593,15930715,15930715,NA,Dutch,
DvdM_538b-037,"Della Faille, Jacques",Haarlem,Leiden,1593,15930720,15930720,NA,Dutch,
DvdM_538b-039/40,"Della Faille, Jacques",Haarlem,Leiden,1593,15930723,15930724,15930726,Dutch,
DvdM_538b-042,"Della Faille, Jacques",Haarlem,Leiden,1593,15930803,15930803,NA,Dutch,
DvdM_538b-043,"Della Faille, Jacques",Haarlem,Leiden,1593,15930813,15930814,NA,Dutch,
DvdM_538b-044,"Della Faille, Jacques",Haarlem,Bremen,1593,15930907,15930912,15930913,Dutch,Received date and response dates changed to new style
DvdM_538b-045,"Della Faille, Jacques",Haarlem,Bremen,1593,15930922,15930926,15930927,Dutch,
DvdM_538b-046,"Della Faille, Jacques",Haarlem,Amsterdam,1593,15931014,15931014,NA,Dutch,
DvdM_538b-047,"Della Faille, Jacques",Haarlem,Leiden,1593,15931021,15931022,NA,Dutch,
DvdM_538b-048,"Della Faille, Jacques",Haarlem,Leiden,1593,15931103,15931103,NA,Dutch,
DvdM_538b-050,"Della Faille, Jacques",Haarlem,Leiden,1593,15931109,15931110,15931111,Dutch,
DvdM_538b-051,"Hamels, Josina",Haarlem,Leiden,1593,15931201,NA,NA,Dutch,No dates and so sent date is approximate and based on place within archive.
DvdM_538b-053,"Della Faille, Jacques",Haarlem,Leiden,1593,15931207,15931209,NA,Dutch,
DvdM_538b-054,"Della Faille, Jacques",Haarlem,Leiden,1593,15931212,15931213,NA,Dutch,
DvdM_538b-055/56,"Della Faille, Jacques",Haarlem,Leiden,1593,15931222,15931223,15931228,Dutch,
DvdM_538b-057,"Della Faille, Jacques",Haarlem,Leiden,1593,15931227,15931228,NA,Dutch,
DvdM_538b-058/59,"Della Faille, Jacques",Haarlem,Leiden,1593,15931229,15931229,15940104,Dutch,
DvdM_538b-060,"Della Faille, Jacques",Haarlem,Leiden,1594,15940104,NA,NA,Dutch,
DvdM_538b-061,"Della Faille, Jacques",Haarlem,Leiden,1594,15940108,15940109,15940112,Dutch,
DvdM_538b-062,"Della Faille, Jacques",Haarlem,Leiden,1594,15940114,15940114,15940115,Dutch,
DvdM_538b-063,"Della Faille, Jacques",Haarlem,Leiden,1594,15940115,15940115,15940116,Dutch,
DvdM_538b-064,"Della Faille, Jacques",Haarlem,Leiden,1594,15940122,15940122,15940126,Dutch,
DvdM_538b-065,"Della Faille, Jacques",Haarlem,Leiden,1594,15940127,15940127,NA,Dutch,
DvdM_538b-066,"Della Faille, Jacques",Haarlem,Leiden,1594,15940208,15940209,15940211,Dutch,
DvdM_538b-067,"Della Faille, Jacques",Haarlem,Leiden,1594,15940218,15940219,15940220,Dutch,
DvdM_538b-068,"Della Faille, Jacques",Haarlem,Leiden,1594,15940308,15940308,15940313,Dutch,
DvdM_538b-069,"Della Faille, Jacques",Haarlem,Leiden,1594,15940330,15940330,NA,Dutch,
DvdM_538b-070,"Della Faille, Jacques",Haarlem,Leiden,1594,15940411,15940412,NA,Dutch,
DvdM_538b-071,"Della Faille, Jacques",Haarlem,Leiden,1594,15940414,15940414,15940415,Dutch,
DvdM_538b-072,"Della Faille, Jacques",Haarlem,Leiden,1594,15940414,15940415,15940415,Dutch,
DvdM_538b-073,"Della Faille, Jacques",Haarlem,Leiden,1594,15940415,15940416,15940418,Dutch,
DvdM_538b-074,"Della Faille, Jacques",Haarlem,Leiden,1594,15940416,15940416,15940418,Dutch,
DvdM_538b-075/76,"Della Faille, Jacques",Haarlem,Leiden,1594,15940423,15940423,15940428,Dutch,
DvdM_538b-077,"Reyniers, Jacques",NA,Leiden,1594,15940511,15940511,NA,Dutch,Not sure where it was sent from.
DvdM_538b-078,"Della Faille, Jacques",Haarlem,Leiden,1594,15940511,15940511,15940513,Dutch,
DvdM_538b-079/80,"Della Faille, Jacques",Haarlem,Leiden,1594,15940513,15940514,15940514,Dutch,
DvdM_538b-081,"Della Faille, Jacques",Haarlem,Leiden,1594,15940514,15940514,15940515,Dutch,
DvdM_538b-083,"Della Faille, Jacques",Haarlem,Leiden,1594,15940518,NA,15940524,Dutch,This letter seems to be a direct response to Daniel’s letter from 15 May 1594 (DvdM_538b-082) and written on it
DvdM_538b-084,"Della Faille, Jacques",Leiden,The Hague,1594,15940531,15940531,NA,Dutch,
DvdM_538b-085,"Della Faille, Jacques",Haarlem,Leiden,1594,15940604,15940604,NA,Dutch,
DvdM_538b-086,"Della Faille, Jacques",Haarlem,Leiden,1594,15940611,15940611,15940616,Dutch,
DvdM_538b-087,"Della Faille, Jacques",Haarlem,Leiden,1594,15940614,15940615,NA,Dutch,
DvdM_538b-088,"Della Faille, Jacques",Haarlem,Leiden,1594,15940615,15940615,15940616,Dutch,
DvdM_538b-089,"Della Faille, Jacques",Haarlem,Leiden,1594,15940616,15940616,15940616,Dutch,
DvdM_538b-090,"Della Faille, Jacques",Haarlem,Leiden,1594,15940618,15940618,15940621,Dutch,
DvdM_538b-091,"Della Faille, Jacques",Haarlem,Leiden,1594,15940620,15940620,15940621,Dutch,
DvdM_538b-092,"Della Faille, Jacques",Haarlem,Leiden,1594,15940622,15940622,NA,Dutch,Sent to ‘teghen over het Princeren hoff’
DvdM_538b-093,"Della Faille, Jacques",Haarlem,Leiden,1594,15940704,15940705,NA,Dutch,Sent to Rapenburg
DvdM_538b-094,"Della Faille, Jacques",Haarlem,Leiden,1594,15940708,15940709,15940711,Dutch,Sent to Rapenburg
DvdM_538b-096,"Della Faille, Jacques",Haarlem,Leiden,1594,15940710,15940710,NA,Dutch,Sent to ‘teghen over het Princeren hoff’
DvdM_538b-097,"Della Faille, Jacques",Haarlem,Leiden,1594,15940715,15940715,15940716,Dutch,Sent to Rapenburg
DvdM_538b-098,"Della Faille, Jacques",Haarlem,Leiden,1594,15940721,15940721,15940722,Dutch,Sent to ‘teghen over het Princeren hoff’
DvdM_538b-099,"Della Faille, Jacques",Haarlem,Leiden,1594,15940723,15940723,NA,Dutch,
DvdM_538b-100,"Della Faille, Jacques",Haarlem,Leiden,1594,15940727,15940727,15940731,Dutch,Sent to Rapenburg
DvdM_538b-101,"Della Faille, Jacques",Haarlem,Leiden,1594,15940729,15940727,15940731,Dutch,
DvdM_538b-102,"Della Faille, Jacques",Haarlem,Leiden,1594,15940730,15940730,15940731,Dutch,
DvdM_538b-103,"Della Faille, Jacques",Haarlem,Leiden,1594,15940803,15940803,15940805,Dutch,
DvdM_538b-104,"Della Faille, Jacques",Haarlem,Leiden,1594,15940809,15940810,NA,Dutch,
DvdM_538b-105,"Della Faille, Jacques",Haarlem,Leiden,1594,15940811,15940812,15940813,Dutch,
DvdM_538b-107,"Della Faille, Jacques",Haarlem,Antwerp,1594,15940910,15940915,15940918,Dutch,
DvdM_538b-108,"Della Faille, Jacques",Haarlem,NA,1594,15941001,NA,NA,Dutch,Sent to “where he is”
DvdM_538b-109,"Della Faille, Jacques",Haarlem,Leiden,1594,15941023,15941023,NA,Dutch,
DvdM_538b-110,"Della Faille, Jacques",Haarlem,Leiden,1594,15941028,NA,NA,Dutch,
DvdM_538b-111,"Della Faille, Jacques",Haarlem,Leiden,1594,15941030,NA,NA,Dutch,
DvdM_538b-112,"Della Faille, Jacques",Haarlem,Leiden,1594,15941106,15941106,15941107,Dutch,
DvdM_538b-113,"Della Faille, Jacques",Haarlem,Leiden,1594,15941109,15941109,15941110,Dutch,
DvdM_538b-114,"Della Faille, Jacques",Haarlem,Leiden,1594,15941115,15941115,NA,Dutch,
DvdM_538b-115/116,"Della Faille, Jacques",Haarlem,Bremen,1594,15941229,15950112,15950113,Dutch,
DvdM_538c-001/2,"Della Faille, Jacques",Haarlem,Bremen,1595,15950103,15950112,15950123,Dutch,
DvdM_538c-004,"Della Faille, Jacques",Haarlem,Leiden,1595,15950216,15950216,15950217,Dutch,
DvdM_538c-005,"Della Faille, Jacques",Haarlem,Leiden,1595,15950220,15950220,15950221,Dutch,
DvdM_538c-006,"Della Faille, Jacques",Haarlem,Leiden,1595,15950227,15950228,NA,Dutch,
DvdM_538c-007,"Della Faille, Jacques",Haarlem,Leiden,1595,15950304,15950305,NA,Dutch,
DvdM_538c-008,"Della Faille, Jacques",Haarlem,Leiden,1595,15950314,15950314,NA,Dutch,
DvdM_538c-009,"Della Faille, Jacques",Haarlem,Leiden,1595,15950316,15950316,15950322,Dutch,
DvdM_538c-010,"Della Faille, Jacques",Haarlem,Leiden,1595,15950319,15950320,15950322,Dutch,
DvdM_538c-011,"Della Faille, Jacques",Haarlem,Leiden,1595,15950323,15950324,NA,Dutch,
DvdM_538c-012,"Della Faille, Jacques",Haarlem,Leiden,1595,15950401,15950401,15950403,Dutch,
DvdM_538c-013,"Della Faille, Jacques",Haarlem,Leiden,1595,15950405,15950405,15950408,Dutch,
DvdM_538c-014,"Della Faille, Jacques",Haarlem,Leiden,1595,15950413,15950414,15950415,Dutch,
DvdM_538c-016,"Della Faille, Jacques",Haarlem,Leiden,1595,15950415,15950415,NA,Dutch,
DvdM_538c-017,"Beuckelaer, Melchior",Haarlem,Leiden,1595,15950420,15950420,NA,Dutch,
DvdM_538c-018,"Della Faille, Jacques",Haarlem,Leiden,1595,15950422,15950422,15950423,Dutch,"Received date is not totally clear, but seems to be 22."
DvdM_538c-019,"Della Faille, Jacques",Haarlem,Leiden,1595,15950504,15950505,15950506,Dutch,
DvdM_538c-020,"Della Faille, Jacques",Haarlem,Leiden,1595,15950505,NA,NA,Dutch,
DvdM_538c-021,"Della Faille, Jacques",Haarlem,Leiden,1595,15950509,NA,NA,Dutch,"This is a really long letter. There is no address on it, so I assume it was sent to Leiden."
DvdM_538c-022,"Della Faille, Jacques",Haarlem,Leiden,1595,15950518,15950520,15950521,Dutch,
DvdM_538c-023,"Della Faille, Jacques",Haarlem,Leiden,1595,15950523,15950523,15950524,Dutch,
DvdM_538c-024,"Della Faille, Jacques",Haarlem,Leiden,1595,15950606,15950606,NA,Dutch,
DvdM_538c-025,"Della Faille, Jacques",Haarlem,Leiden,1595,15950611,15950611,NA,Dutch,
DvdM_538c-027,"Della Faille, Jacques",Haarlem,Leiden,1595,15950620,15950620,15950622,Dutch,
DvdM_538c-028,"Della Faille, Jacques",Haarlem,Leiden,1595,15950626,15950626,15950627,Dutch,
DvdM_538c-029,"Della Faille, Jacques",Haarlem,Leiden,1595,15950629,15950629,15950702,Dutch,
DvdM_538c-030,"Della Faille, Jacques",Haarlem,Leiden,1595,15950702,15950703,15950703,Dutch,
DvdM_538c-031,"Della Faille, Jacques",Haarlem,Leiden,1595,15950708,15950711,15950712,Dutch,
DvdM_538c-032,"Della Faille, Jacques",Haarlem,Leiden,1595,15950712,15950712,NA,Dutch,
DvdM_538c-033,"Della Faille, Jacques",Haarlem,Leiden,1595,15950712,15950712,15950712,Dutch,
DvdM_538c-035,"Della Faille, Jacques",Haarlem,Leiden,1595,15950714,15950714,15950714,Dutch,
DvdM_538c-036,"Della Faille, Jacques",Haarlem,Leiden,1595,15950717,15950718,15950719,Dutch,
DvdM_538c-037,"Della Faille, Jacques",Haarlem,Leiden,1595,15950720,15950720,NA,Dutch,
DvdM_538c-038,"Della Faille, Jacques",Haarlem,Leiden,1595,15950803,15950803,15950803,Dutch,
DvdM_538c-040,"Della Faille, Jacques",Haarlem,Leiden,1595,15950806,15950807,15950809,Dutch,
DvdM_538c-041,"Della Faille, Jacques",Haarlem,Leiden,1595,15950816,15950816,15950820,Dutch,
DvdM_538c-042,"Della Faille, Jacques",Haarlem,Leiden,1595,15950810,15950810,15950811,Dutch,
DvdM_538c-043,"Della Faille, Jacques",Haarlem,Leiden,1595,15950818,15950818,15950820,Dutch,
DvdM_538c-044,"Della Faille, Jacques",Haarlem,Leiden,1595,15950831,15950831,NA,Dutch,
DvdM_538c-045,"Della Faille, Jacques",Haarlem,Leiden,1595,15950915,15950916,NA,Dutch,
DvdM_538c-046,"Della Faille, Jacques",Haarlem,Leiden,1595,15951003,15951003,NA,Dutch,
DvdM_538c-047,"Della Faille, Jacques",Haarlem,Leiden,1595,15951007,15951007,NA,Dutch,
DvdM_538c-048,"Della Faille, Jacques",Haarlem,Leiden,1595,15951019,15951019,NA,Dutch,
DvdM_538c-049,"Della Faille, Jacques",Haarlem,Leiden,1595,15951022,15951023,15951024,Dutch,
DvdM_538c-050,"Della Faille, Jacques",Haarlem,Leiden,1595,15951026,15951026,NA,Dutch,
DvdM_538c-051,"Della Faille, Jacques",Haarlem,Leiden,1595,15951025,15951025,NA,Dutch,
DvdM_538c-052,"Della Faille, Jacques",Haarlem,Leiden,1595,15951029,15951030,15951101,Dutch,
DvdM_538c-053,"Della Faille, Jacques",Haarlem,Leiden,1595,15951102,15951102,15951103,Dutch,
DvdM_538c-054,"Della Faille, Jacques",Haarlem,Leiden,1595,15951103,15951103,NA,Dutch,
DvdM_538c-055,"Della Faille, Jacques",Haarlem,Leiden,1595,15951107,15951107,15951107,Dutch,
DvdM_538c-056,"Della Faille, Jacques",Haarlem,Leiden,1595,15951111,15951112,15951115,Dutch,
DvdM_538c-057,"Della Faille, Gillis",Haarlem,Leiden,1595,15951112,NA,NA,Dutch,
DvdM_538c-058,"Della Faille, Jacques",Haarlem,Leiden,1595,15951116,15951116,15951118,Dutch,
DvdM_538c-059,"Della Faille, Jacques",Haarlem,Leiden,1595,15951117,15951117,15951118,Dutch,
DvdM_538c-060,"Della Faille, Jacques",Haarlem,Leiden,1595,15951127,15951127,15951130,Dutch,
DvdM_538c-061,"Della Faille, Jacques",Haarlem,Leiden,1595,15951206,15951206,NA,Dutch,
DvdM_538c-062,"Della Faille, Jacques",Haarlem,Leiden,1595,15951215,15951216,NA,Dutch,Contains an account for a total of £247.5.7 from 25 October 1595
DvdM_538c-063,"Della Faille, Jacques",Haarlem,Leiden,1595,15951218,15951219,15951221,Dutch,
DvdM_538c-064,"Della Faille, Jacques",Haarlem,Leiden,1595,15951221,15951221,15951221,Dutch,
DvdM_538c-065,"Della Faille, Jacques",Haarlem,Leiden,1595,15951226,15951226,15951227,Dutch,
DvdM_538c-066,"Della Faille, Jacques",Haarlem,Leiden,1595,15951229,15951229,15960101,Dutch,
DvdM_538c-067,"Della Faille, Jacques",Haarlem,Leiden,1596,15960101,NA,NA,Dutch,
DvdM_538c-068,"Della Faille, Gillis",Haarlem,Leiden,1596,15960105,15960105,15960106,Dutch,
DvdM_538c-069,"Della Faille, Jacques",Haarlem,Leiden,1596,15960108,15960109,15960114,Dutch,
DvdM_538c-070,"Della Faille, Jacques",Haarlem,Leiden,1596,15960112,15960112,15960114,Dutch,
DvdM_538c-071,"Della Faille, Jacques",Haarlem,Leiden,1596,15960113,15960113,15960114,Dutch,
DvdM_538c-072,"Della Faille, Jacques",Haarlem,Leiden,1596,15960115,15960115,NA,Dutch,
DvdM_538c-073,"Della Faille, Jacques",Haarlem,Leiden,1596,15960116,15960116,15960117,Dutch,
DvdM_538c-074,"Della Faille, Jacques",Haarlem,Leiden,1596,15960122,15960126,15960127,Dutch,
DvdM_538c-075,"Della Faille, Jacques",Haarlem,Leiden,1596,15960124,15960124,15960127,Dutch,
DvdM_538c-076,"Della Faille, Jacques",Haarlem,Leiden,1596,15960126,15960127,15960127,Dutch,
DvdM_538c-077,"Reyniers, Jacques",Haarlem,Leiden,1596,15960129,15960131,15960204,Dutch,
DvdM_538c-078,"Della Faille, Jacques",Haarlem,Leiden,1596,15960131,15960131,15960204,Dutch,
DvdM_538c-079,"Della Faille, Jacques",Haarlem,Leiden,1596,15960204,15960204,15960205,Dutch,
DvdM_538c-080,"Della Faille, Jacques",Haarlem,Leiden,1596,15960205,15960206,15960210,Dutch,
DvdM_538c-081,"Della Faille, Jacques",Haarlem,Leiden,1596,15960206,15960206,15960210,Dutch,
DvdM_538c-082,"Della Faille, Jacques",Haarlem,Leiden,1596,15960209,15960209,15960210,Dutch,
DvdM_538c-083,"Della Faille, Jacques",Haarlem,Leiden,1596,15960213,15960213,15960214,Dutch,
DvdM_538c-084,"Della Faille, Jacques",Haarlem,Leiden,1596,15960216,15960216,NA,Dutch,
DvdM_538c-085,"Della Faille, Jacques",Haarlem,Leiden,1596,15960220,15960220,NA,Dutch,
DvdM_538c-086,"Della Faille, Jacques",Haarlem,Leiden,1596,15960224,15960227,NA,Dutch,
DvdM_538c-087,"Della Faille, Jacques",Haarlem,Leiden,1596,15960303,15960304,15960305,Dutch,
DvdM_538c-088,"Della Faille, Jacques",Haarlem,Leiden,1596,15960306,15960306,NA,Dutch,
DvdM_538c-089,"Della Faille, Jacques",Haarlem,Leiden,1596,15960310,15960310,NA,Dutch,
DvdM_538c-090,"Della Faille, Jacques",Haarlem,Leiden,1596,15960319,15960320,NA,Dutch,
DvdM_538c-091,"Hamels, Josina",Haarlem,Leiden,1596,15960320,15960322,NA,Dutch,
DvdM_538c-092,"Della Faille, Jacques",Haarlem,Leiden,1596,15960320,15960321,NA,Dutch,
DvdM_538c-093,"Della Faille, Jacques",Haarlem,Leiden,1596,15960320,15960320,NA,Dutch,
DvdM_538c-094,"Della Faille, Jacques",Haarlem,Leiden,1596,15960322,15960322,15960324,Dutch,
DvdM_538c-095,"Della Faille, Jacques",Haarlem,Leiden,1596,15960323,15960324,15960324,Dutch,
DvdM_538c-096,"Della Faille, Jacques",Haarlem,Leiden,1596,15960404,15960404,NA,Dutch,
DvdM_538c-097,"Della Faille, Jacques",Haarlem,Leiden,1596,15960430,15960430,15960501,Dutch,
DvdM_538c-098,"Della Faille, Jacques",Haarlem,Leiden,1596,15960502,15960502,15960503,Dutch,
DvdM_538c-099,"Della Faille, Jacques",Haarlem,Leiden,1596,15960504,15960504,15960513,Dutch,
DvdM_538c-100,"Della Faille, Jacques",Haarlem,Leiden,1596,15960515,15960516,15960519,Dutch,
DvdM_538c-101,"Della Faille, Jacques",Haarlem,Leiden,1596,15960521,15960521,15960526,Dutch,
DvdM_538c-102,"Della Faille, Jacques",Haarlem,Leiden,1596,15960523,15960523,15960526,Dutch,
