inventory,writer,source,destination,year,date,rec_date,resp_date,language,notes
DvdM_292-01,"Meulen, Hans van der",Middelburg,Leiden,1594,15940422,15940426,15940618,Dutch,
DvdM_292-02,"Meulen, Hans van der",Middelburg,Leiden,1594,15940513,15940516,15940618,Dutch,
DvdM_292-03,"Meulen, Hans van der",Middelburg,Leiden,1594,15940604,15940607,15940618,Dutch,
DvdM_292-04,"Meulen, Hans van der",Middelburg,Leiden,1594,15941022,15941025,NA,Dutch,
DvdM_292-05,"Meulen, Hans van der",Middelburg,Leiden,1594,15941111,15941115,15941125,Dutch,
DvdM_292-06,"Meulen, Hans van der",Middelburg,Leiden,1595,15950329,15950416,NA,Dutch,
DvdM_292-07,"Meulen, Hans van der",Middelburg,Leiden,1600,16000307,16000311,NA,Dutch,
DvdM_293-01,"Meulen, Hester van der",Middelburg,Leiden,NA,NA,NA,NA,Dutch,Written on 23 December. 
DvdM_294-01,"Meulen, Cornelia van der",Haarlem,Leiden,NA,NA,NA,NA,Dutch,"No date. No sent location, but probably Haarlem"
DvdM_294-02,"Meulen, Cornelia van der",Haarlem,Leiden,1597,15970728,15970729,NA,Dutch,
DvdM_294-04,"Meulen, Cornelia van der",Haarlem,Leiden,1599,15990216,NA,NA,Dutch,"No sent location, but probably Haarlem"
DvdM_294-05,"Meulen, Cornelia van der",Haarlem,Leiden,1599,NA,NA,NA,Dutch,No date
DvdM_294-07,"Meulen, Cornelia van der",Haarlem,Leiden,1599,15991231,15991231,16000108,French,Date sent is not very clear
DvdM_295-01,"Meulen, Sara van der",Antwerp,Delft,1584,15841029,NA,NA,Dutch,RGP-28
DvdM_295-02,"Meulen, Sara van der",Antwerp,Delft,1584,15841105,NA,NA,Dutch,RGP-33
DvdM_295-03,"Meulen, Sara van der",Cologne,Bremen,1588,15880915,NA,NA,Dutch,
DvdM_295-04,"Meulen, Sara van der",Bremen,Leiden,1592,15921011,15921019,NA,Dutch,Changed date to new style
DvdM_295-05,"Meulen, Sara van der",Bremen,Leiden,1592,15921217,15921223,NA,Dutch,Changed date to new style
DvdM_295-07,"Meulen, Sara van der",Utrecht,Leiden,1599,15990722,15990802,NA,French,
DvdM_295-08,"Meulen, Sara van der",Amsterdam,Leiden,1600,16000104,16000115,NA,Dutch,"No address, but must be sent to Leiden"
DvdM_295-09,"Meulen, Sara van der",Utrecht,Leiden,1600,16000109,16000120,NA,French,
DvdM_295-11,"Meulen, Sara van der",Utrecht,Leiden,1600,16000415,16000415,NA,Dutch,
DvdM_296-01,"Pierens, Anna",Stade,Bremen,1591,15910411,NA,NA,French,
DvdM_296-02,"Pierens, Anna",Stade,Leiden,1592,15920529,15920605,NA,French,
DvdM_297-01,"Pierens, Francois",Bremen,Leiden,1592,15920327,15920403,NA,Dutch,Changed date to new style
DvdM_297-02,"Pierens, Francois",Bremen,Leiden,1592,15920529,15920605,NA,Dutch,Changed date to new style
DvdM_297-03,"Pierens, Francois",Bremen,Leiden,1592,15920619,15920626,NA,Dutch,Changed date to new style
DvdM_297-04–5,"Pierens, Francois",Bremen,Leiden,1592,15920730,NA,NA,Dutch,Changed date to new style
DvdM_297-06,"Pierens, Francois",Bremen,Leiden,1592,15920829,15920905,NA,Dutch,Changed date to new style
DvdM_297-07,"Pierens, Francois",Bremen,Leiden,1592,15921121,15921203,NA,Dutch,Changed date to new style
DvdM_297-08,"Pierens, Francois",Bremen,Leiden,1593,15930125,15930206,NA,Dutch,Changed date to new style
DvdM_297-09,"Pierens, Francois",Bremen,Leiden,1593,15930224,15930307,NA,Dutch,Changed date to new style
DvdM_297-10,"Pierens, Francois",Bremen,Leiden,1593,15930416,15930423,NA,Dutch,Changed date to new style
DvdM_297-11,"Pierens, Francois",Bremen,Leiden,1593,15930809,15930817,NA,Dutch,Changed date to new style
DvdM_297-12,"Pierens, Francois",Bremen,Leiden,1593,15931220,NA,NA,Dutch,Changed date to new style
DvdM_297-13,"Pierens, Francois",Bremen,Leiden,1594,15940218,15940310,NA,Dutch,Changed date to new style
DvdM_297-14,"Pierens, Francois",Bremen,Leiden,1594,15940526,15940602,NA,Dutch,Changed date to new style
DvdM_297-15,"Pierens, Francois",Bremen,Leiden,1594,15941106,15941128,NA,Dutch,"Changed date to new style. Received on 28 ditto, which must be November and not October."
DvdM_297-16,"Pierens, Francois",Bremen,Leiden,1595,15950428,15950508,NA,Dutch,Changed date to new style
DvdM_297-17,"Pierens, Francois",Bremen,Leiden,1595,15950607,15950616,NA,Dutch,Changed date to new style
DvdM_297-18,"Pierens, Francois",Bremen,Leiden,1596,15960109,15960118,NA,Dutch,Changed date to new style
DvdM_297-19,"Pierens, Francois",Bremen,Leiden,1596,15960509,15960516,NA,Dutch,Changed date to new style
DvdM_297-20,"Pierens, Francois",Bremen,Leiden,1597,15970515,15970521,NA,Dutch,Changed date to new style
DvdM_297-21,"Pierens, Francois",Bremen,Leiden,1597,15970715,15970719,NA,Dutch,Changed date to new style
DvdM_297-22,"Pierens, Francois",Bremen,Leiden,1597,15970911,15970919,NA,Dutch,Changed date to new style
DvdM_297-23,"Pierens, Francois",Bremen,Leiden,1597,15971030,15971108,NA,Dutch,Changed date to new style
DvdM_297-25,"Lempereur, Antoine",Bremen,Leiden,1594,15940219,15940308,NA,French,Changed date to new style
DvdM_298-01,"Roelofts, Wijnant",Amsterdam,Leiden,1596,15960206,15960207,NA,Dutch,
DvdM_299-01,"Seghers, Ann",Leiden,Bremen,1595,15950109,15950117,NA,Dutch,
DvdM_300-01,"Seghers, Jacques",Zoutkamp,Leiden,1592,15920801,15920815,NA,Dutch,One of his sons became a servant of Daniel
DvdM_301-01,"Seghers, Jan",Delft,Leiden,1591,15911106,NA,NA,Dutch,
DvdM_301-02,"Seghers, Jan",Delft,Leiden,1592,15921029,15921029,NA,Dutch,
DvdM_301-03,"Seghers, Jan",Haarlem,Leiden,1596,15960225,15960227,NA,Dutch,
DvdM_302-01,NA,NA,NA,NA,NA,NA,NA,Dutch,Says letter from nicht Hester. No information about what it is about.
DvdM_303-01,"d’Aerssen, Cornelis",The Hague,Leiden,1596,15960225,15960227,NA,French,
DvdM_303-02,"d’Aerssen, Cornelis",The Hague,Leiden,1597,15970516,15970517,15970519,French,
DvdM_303-03,"d’Aerssen, Cornelis",The Hague,Leiden,1598,15981019,15981019,15981020,French,
DvdM_303-04,"d’Aerssen, Cornelis",The Hague,Leiden,1599,15990802,15990803,15990803,French,
DvdM_303-05,"d’Aerssen, Cornelis",The Hague,Leiden,1599,15991123,15991123,NA,French,
DvdM_303-06,"d’Aerssen, Cornelis",The Hague,Leiden,1600,16000524,16000525,NA,French,
DvdM_304-01,"Aertssen, Johan",The Hague,Leiden,1598,15980824,15980825,NA,Dutch,
DvdM_305-01,"Albada, Aggaeus de",Cologne,Antwerp,1582,15820318,NA,NA,Latin,
DvdM_305-02,"Albada, Aggaeus de",Cologne,Antwerp,1582,15820729,NA,NA,Latin,
DvdM_305-03,"Albada, Aggaeus de",Cologne,Antwerp,1582,15821028,NA,NA,Latin,
DvdM_305-04,"Albada, Aggaeus de",Cologne,Antwerp,1582,15821223,NA,NA,Latin,
DvdM_305-05,"Albada, Aggaeus de",Cologne,Antwerp,1583,15830127,NA,NA,Latin,
DvdM_305-06,"Albada, Aggaeus de",Spieren,Leiden,1598,15980414,15980727,NA,Latin,
DvdM_306-01,"Aldegonde, Marnix van St",The Hague,Leiden,1593,15930201,15930204,15930206,Latin,
DvdM_306-02,"Aldegonde, Marnix van St",The Hague,Leiden,1593,15930211,15930212,NA,Latin,Sent location unclear
DvdM_306-03,"Aldegonde, Marnix van St",West-Souburg,Leiden,1593,15930312,15930316,NA,French,"Letters says Souburg, which must refer to his land in West-Souburg in Vlissingen."
DvdM_306-04,"Aldegonde, Marnix van St",West-Souburg,Leiden,1593,15931121,15931201,15931211,French,
DvdM_306-05,"Aldegonde, Marnix van St",West-Souburg,Leiden,1594,15940112,15940123,15940130,French,
DvdM_306-06,"Aldegonde, Marnix van St",West-Souburg,Leiden,1594,15940208,15940219,NA,French,
DvdM_306-07,"Aldegonde, Marnix van St",West-Souburg,Leiden,1594,15940527,NA,NA,French,
DvdM_306-08,"Aldegonde, Marnix van St",West-Souburg,Leiden,1594,15940713,15940720,NA,French,
DvdM_306-09,"Aldegonde, Marnix van St",Rouen,Leiden,1597,15970126,NA,NA,French,"Says it was sent from Rotomagi, which is Latin for Rouen"
DvdM_306-10,"Aldegonde, Marnix van St",Nîmes,Leiden,1597,15970813,15971009,NA,French,Aldegonde was in Nîmes serving Maurits in Orange
DvdM_307-01,"Ancelmo, Antonio",Staden,Leiden,1593,15930206,15930221,NA,Dutch,Changed date to new style
DvdM_308-01,"Andriessen, Nicolaes",Breda,Leiden,1598,15980330,NA,NA,Dutch,
DvdM_308-02,"Andriessen, Nicolaes",Breda,Leiden,1598,15981017,NA,NA,Dutch,
DvdM_309-01,"Anthonissen, Dierick",Haarlem,Leiden,1595,15950412,15950412,NA,Dutch,
DvdM_309-02,"Anthonissen, Dierick",Haarlem,Leiden,1599,15990317,15990317,NA,Dutch,
DvdM_310-01,"Artsen, Dirck",Dordrecht,Leiden,1593,15930404,15930409,NA,Dutch,
DvdM_310-02,"Artsen, Dirck",Dordrecht,Leiden,1593,15930415,15930420,NA,Dutch,
DvdM_311-01,"d’Audenfort, Gomar",Amsterdam,Bremen,1590,15900725,NA,NA,French,
DvdM_312-01,"Balochius, Franciscus",Salins-les-Bains,Leiden,1596,15960325,NA,NA,Dutch,
DvdM_313-01,"Bastingius, Jeremias",Dordrecht,Bremen,1590,15901210,NA,NA,Latin,
DvdM_314-01,"Battus, Carel",Dordrecht,Leiden,1592,15920412,NA,NA,Dutch,No sent address but should be from Dordrecht and no year but likely 1592
DvdM_314-02,"Battus, Carel",Dordrecht,Leiden,1592,15920506,NA,NA,Latin,
DvdM_314-03,"Battus, Carel",Dordrecht,Leiden,1592,15920519,NA,NA,Latin,
DvdM_314-04,"Battus, Carel",Dordrecht,Leiden,1593,15930822,NA,NA,Dutch,
DvdM_314-05,"Battus, Carel",Dordrecht,Leiden,1595,15950328,15950401,NA,Dutch,
DvdM_315-01,"Beaulieu, Charles de",The Hague,Leiden,1596,15960314,NA,NA,French,
DvdM_315-02,"Beaulieu, Charles de",The Hague,Leiden,1596,15960315,NA,NA,French,"Received date is unclear, so I left it as NA."
DvdM_316-01,"Becker, Samuel",The Hague,Leiden,1599,15990101,NA,NA,French,
DvdM_316-03,"Becker, Samuel",Middelburg,Leiden,1600,16000702,16000704,NA,French,
DvdM_317-01,"Bentheim, Luder von",Bremen,Leiden,1597,15971029,15971108,NA,German,Changed date to new style
DvdM_318-01,"Boudewijns Berlicom, François",Delft,Leiden,1594,15940626,15940628,NA,Dutch,Cannot read date of response. St 2 is a copy of the letter.
DvdM_319-01,"Oldenbarnevelt, Johan van",The Hague,Leiden,1598,15980215,15980215,15980216,Dutch,
DvdM_320-01,"Belderbeke, Henry de",Cologne,Leiden,1600,16000205,16000216,NA,French,
DvdM_321-01,"Blom, Hans",NA,Leiden,1598,15980902,15980925,NA,Latin,Unclear where it is sent from and not sure it is in Latin.
DvdM_322-01,"Boningsman, Gerardt van",Rotterdam,Leiden,1598,15980320,NA,NA,Dutch,
DvdM_323-01,"Bontius, Johannes",Rotterdam,Leiden,1600,16000427,16000428,NA,Latin,
DvdM_324-01,"Bormania, Rinaldo de",Naples,Bremen,1591,15910525,NA,NA,Dutch,
DvdM_325-01,"Borne, Jan",Antwerp,Bremen,1587,15871003,15871101,NA,Dutch,
DvdM_325-02,"Borne, Jan",Antwerp,Bremen,1589,15890503,NA,NA,Dutch,
DvdM_325-03,"Borne, Jan",Antwerp,Bremen,1589,15890524,NA,NA,Dutch,
DvdM_325-04,"Borne, Jan",Antwerp,Bremen,1589,15890607,NA,NA,Dutch,Includes a copy of previous letter 325-3.
DvdM_325-05,"Borne, Jan",Haarlem,Leiden,1591,15911128,15911129,15911129,Dutch,
DvdM_325-07,"Della Faille, Marten",Antwerp,Leiden,1591,15911210,NA,NA,Dutch,
DvdM_325-09,"Borne, Jan",Antwerp,Leiden,1592,15920102,15920115,15920206,Dutch,
DvdM_325-10,"Borne, Jan",Antwerp,Leiden,1592,15920220,15920312,15920318,Dutch,
DvdM_325-11,"Borne, Jan",Antwerp,Leiden,1592,15920321,NA,NA,Dutch,
DvdM_325-12,"Borne, Jan",Antwerp,Leiden,1592,15920401,NA,NA,Dutch,
DvdM_325-13,"Borne, Jan",Antwerp,Leiden,1592,15920418,NA,NA,Dutch,
DvdM_325-14,"Borne, Jan",Antwerp,Leiden,1592,15920711,15920718,NA,Dutch,Not clear if this letter is from June or July
DvdM_325-15,"Borne, Jan",Antwerp,Leiden,1592,15920718,15920723,NA,Dutch,
DvdM_325-16,"Borne, Jan",Antwerp,Leiden,1592,15920814,15920901,15920902,Dutch,
DvdM_325-17,"Borne, Jan",Antwerp,Leiden,1592,15920930,15921004,15921005,Dutch,
DvdM_325-18,"Borne, Jan",Antwerp,Leiden,1592,15921012,15921020,NA,Dutch,
DvdM_325-19,"Borne, Jan",Antwerp,Leiden,1592,15921121,15921129,NA,Dutch,
DvdM_325-20,"Borne, Jan",Antwerp,Leiden,1593,15930327,15930409,NA,Dutch,
DvdM_325-21,"Borne, Jan",Antwerp,Leiden,1593,15930714,15930720,NA,Dutch,"The back of the letter says this was from June, but contents of the letter make it more likely to be from July."
DvdM_325-22,"Borne, Jan",Ghent,Leiden,1593,15930925,15930930,NA,Dutch,
DvdM_325-23,"Borne, Jan",Ghent,Leiden,1593,15931108,NA,15931216,Dutch,
DvdM_325-24,"Borne, Jan",Antwerp,Leiden,1594,15940605,15940611,NA,Dutch,
DvdM_325-25,"Borne, Jan",Ghent,Leiden,1594,15940630,15940709,15940724,Dutch,
DvdM_325-26,"Borne, Jan",Ghent,Antwerp,1594,15940903,NA,NA,Dutch,
DvdM_325-28,"Borne, Jan",Ghent,Leiden,1595,15950808,15950812,NA,Dutch,
DvdM_325-29,"Borne, Jan",Antwerp,Leiden,1595,15950821,15950827,15950827,Dutch,
DvdM_325-30–31,"Borne, Jan",Ghent,Leiden,1595,15950926,15951016,15951216,Dutch,
DvdM_325-32,"Borne, Jan",Ghent,Leiden,1596,15960218,15960227,15960306,Dutch,
DvdM_325-33,"Borne, Jan",Ghent,Leiden,1596,15960224,15960304,15960506,Dutch,Begins with a copy of st 32
DvdM_325-34a,"Borne, Jan",Verona,Leiden,1596,15960605,NA,NA,Dutch,Two letters the first being a copy
DvdM_325-34b,"Borne, Jan",Verona,Leiden,1596,15960621,15960715,NA,Dutch,
DvdM_325-35,"Borne, Jan",Antwerp,Leiden,1598,15981201,15981209,NA,Italian,
DvdM_325-36,"Borne, Jan",Ghent,Leiden,1599,15990119,15990128,NA,Dutch,
DvdM_325-37a,"Borne, Jan",Antwerp,Leiden,1599,15990405,15990409,NA,Dutch,"Stuk has two letters on it, one from Borne and one from Van den Beke"
DvdM_325-37b,"Beke, Jan van den",Amsterdam,Leiden,1599,15990408,NA,NA,Dutch,"Stuk has two letters on it, one from Borne and one from Van den Beke"
DvdM_325-38,"Borne, Jan",Amsterdam,Leiden,1600,16000112,16000115,NA,Dutch,
DvdM_325-39,"Borne, Jan",Amsterdam,Leiden,1600,16000127,16000131,NA,Dutch,
DvdM_325-40,"Borne, Jan",Stade,Leiden,1600,16000303,16000316,NA,Dutch,
DvdM_326-01,"Bondaeus, Melchior",Amsterdam,Leiden,1595,15951106,NA,NA,Dutch,
DvdM_327-01,"Boudewijns Berlicom, François",Stade,Leiden,1600,16000325,16000409,16000523,Dutch,Changed date to new style. Not easy to tell if date is 15 or 25 March.
DvdM_328-01,"Bredius, Franciscus",The Hague,Leiden,1594,15940513,15940513,NA,Dutch,
DvdM_328-03,"Bredius, Franciscus",The Hague,Leiden,1594,15940619,15940619,NA,Latin,
DvdM_328-04,"Bredius, Franciscus",The Hague,Haarlem,1595,15951007,15951009,NA,Latin,
DvdM_328-05,"Bredius, Franciscus",The Hague,Leiden,1594,15941111,15941111,NA,Latin,
DvdM_329-01,"Hallet, Antoine",Cologne,Leiden,1598,15980411,15980415,15980424,French,
DvdM_331-01,"Bruusen, Brun",Bremen,Leiden,1597,15970611,15970610,NA,Dutch,Changed date to new style
DvdM_332-01,"Bukentop, Hendrick",The Hague,Leiden,1591,15911112,NA,NA,Dutch,Servant of Jacques della Faille
DvdM_333-01,"Burcht, Gerrit van der",The Hague,Leiden,1594,15941105,15941105,NA,Dutch,
DvdM_333-02,"Burcht, Gerrit van der",The Hague,Leiden,1595,15950530,15950531,NA,Dutch,
DvdM_333-03,"Burcht, Gerrit van der",The Hague,Leiden,1595,15950613,NA,NA,Dutch,
DvdM_333-04,"Burcht, Gerrit van der",The Hague,Leiden,1595,15950617,15950617,15950628,Dutch,
DvdM_333-05,"Burcht, Gerrit van der",The Hague,Leiden,1597,15970812,15970812,NA,Dutch,
DvdM_333-06,"Burcht, Gerrit van der",The Hague,Leiden,1597,15971124,15971125,NA,Dutch,
DvdM_333-07,"Burcht, Gerrit van der",The Hague,Leiden,1507,15971231,15980102,15980103,Dutch,
DvdM_334-01,"Burmania, Dominiques de",Duisburg,Cologne,1580,15801010,NA,NA,French,
DvdM_334-02,"Burmania, Dominiques de",Haarlem,Antwerp,1582,15820923,NA,NA,French,
DvdM_334-03,"Burmania, Dominiques de",Haarlem,Antwerp,1582,15821218,NA,NA,Latin,
DvdM_335-01,"Dael, Jacop van den",Delft,Leiden,1595,15950324,NA,NA,Dutch,
DvdM_336-01,"Busschuysen, Marya van",Utrecht,Leiden,1592,15920930,15920930,NA,Dutch,
DvdM_337-01,"Chambi, Henrie de",Gorkum,Leiden,1593,15931026,15931028,NA,Dutch,Exact date received is a bit unclear
DvdM_338-01,"Charrier, Guillaume and Maturin Sailler",Lyon,Leiden,1597,15970830,15971009,NA,French,
DvdM_338-02,"Charrier, Guillaume and Maturin Sailler",Lyon,Leiden,1597,15970905,15971009,NA,French,
DvdM_339-01,"Dimmer, J.",The Hague,Leiden,1592,15921010,15921010,NA,Dutch,
DvdM_339-02,"Dimmer, J.",The Hague,Leiden,1594,15940203,15940203,NA,Dutch,
DvdM_340-01,"Duyvoet, Marcus",NA,Leiden,1597,15970502,NA,NA,Dutch,
DvdM_340-02,"Duyvoet, Marcus",NA,Leiden,1598,15981202,NA,NA,Dutch,
DvdM_341-01,"During, Otto van",Bremen,Leiden,1591,15911102,15911109,NA,Latin,Changed date to new style
DvdM_341-02,"During, Otto van",Bremen,Leiden,1592,15920208,15920216,NA,Latin,Changed date to new style
DvdM_341-03,"During, Otto van",Bremen,Leiden,1592,15920502,NA,NA,Latin,Changed date to new style
DvdM_341-04,"During, Otto van",Bremen,Leiden,1594,15940824,NA,NA,Latin,Changed date to new style
DvdM_341-05,"During, Otto van",Bremen,Leiden,1594,15941110,NA,NA,Latin,Changed date to new style. Not totally sure on the month.
DvdM_341-06,"During, Otto van",Bremen,Leiden,1595,15950716,15950729,15960227,Latin,Changed date to new style
DvdM_341-07,"During, Otto van",Bremen,Leiden,1596,15960415,15960419,NA,Latin,Changed date to new style
DvdM_341-08,"During, Otto van",Bremen,Leiden,1597,15970714,15970719,NA,Latin,Changed date to new style
DvdM_342-01,"Eeckeren, Michiel van",Verona,Leiden,1599,15990729,NA,NA,Italian,
DvdM_342-02,"Eeckeren, Michiel van",Verona,Leiden,1600,16000207,16000312,NA,Italian,
DvdM_343-01,"Erpe, Arnout van",Amsterdam,Leiden,1593,15930501,15930502,NA,Dutch,
DvdM_343-02,"Erpe, Arnout van",Amsterdam,Leiden,1593,15931111,15931113,NA,Dutch,
DvdM_344-01,"Esprinchard, Jacques",Frankfurt,Leiden,1597,15970402,NA,NA,French,Changed date to new style. Received just says May.
DvdM_344-02,"Esprinchard, Jacques",Leipzig,Leiden,1597,15970511,15970604,NA,French,Changed date to new style
DvdM_344-03,"Esprinchard, Jacques",Prague,Leiden,1597,15970629,15970723,NA,French,
DvdM_344-04,"Esprinchard, Jacques",Heidelberg,Leiden,1597,15970801,15970813,NA,French,
DvdM_345-01,"Della Faille, Carlo",Dordrecht,Leiden,1592,15920122,15920124,NA,Dutch,
DvdM_345-02/03,"Della Faille, Carlo",Dordrecht,Leiden,1592,15920210,15920212,NA,Dutch,
DvdM_346-01,"Della Faille, Cornelis",Staden,Leiden,1596,15961025,15970124,NA,Italian,Changed sent date to new style
DvdM_346-02,"Della Faille, Cornelis",Haarlem,Leiden,1598,15981101,15981113,NA,Italian,Sent date is approximate
DvdM_347-01,"Della Faille, Steven",Haarlem,Leiden,1594,15940704,15940704,NA,Dutch,Daniel answered this letter ‘met woorden’
DvdM_348-01,"Flory, Anthonis van",The Hague,Leiden,1595,15950129,15950129,15950130,Dutch,
DvdM_349-01,"Fons, Mayritius de la",Amsterdam,Leiden,1595,15950507,15950507,NA,French,
DvdM_349-02,"Fons, Mayritius de la",Amsterdam,Leiden,1600,16000404,16000405,16000504,French,
DvdM_350-01,"Oudenforte, R.",Lier,Antwerp,1580,15800402,NA,NA,French,
DvdM_352-01,"Fransz, Heinrich",Segeberg,NA,1594,15941111,NA,NA,German,Unclear where the letter was sent to and even who it was sent to. In Holstein.
DvdM_353-01,"Fremin, George de",Liege,Leiden,1592,15920412,NA,NA,French,
DvdM_353-02,"Fremin, George de",Liege,Leiden,1592,15921016,15921022,15921116,French,
DvdM_353-03,"Fremin, George de",Liege,Leiden,1592,15921211,15921216,NA,French,
DvdM_353-04,"Fremin, George de",Augsburg,Leiden,1595,15950223,15950322,NA,French,
DvdM_353-05,"Fremin, George de",Cologne,Leiden,1596,15960607,15960613,15960726,French,
DvdM_354-01,"Fijssen Maller, Bernart",Haarlem,Leiden,1596,15960412,15960413,NA,Dutch,Letter sent along with some goods sent to Daniel
DvdM_355-01,"Gleser, Daniel",Noordwijk,Leiden,1596,15960116,NA,NA,French,
DvdM_355-02,"Gleser, Daniel",Noordwijk,Leiden,1596,15960410,NA,NA,French,
DvdM_355-03,"Gleser, Daniel",Noordwijk,Leiden,1596,15960701,15960703,NA,French,
DvdM_355-04,"Gleser, Daniel",Dordrecht,Leiden,1597,15970508,15970508,NA,Dutch,
DvdM_356-01,"Godin, Jacques",Aachen,Leiden,1594,15940613,15940622,15940622,French,
DvdM_357-01,"Gourque, M. de",Paris,Leiden,1594,15941028,15941125,NA,French,
DvdM_358-01,"Grabius, Joseph",NA,NA,1589,15890428,NA,NA,Latin,
DvdM_358-03,"Grabius, Joseph",NA,NA,1589,15890503,NA,NA,Latin,
DvdM_359-01,"Grammaye, Thomas",Antwerp,Leiden,1595,15950419,15950428,NA,French,About the children of Carlo
DvdM_359-02,"Grammaye, Thomas",Antwerp,Leiden,1595,15950427,15950615,NA,French,About the children of Carlo
DvdM_360-01,"Gilpin, Geo",NA,Leiden,1597,15970404,NA,NA,French,Date is pretty much a guess
DvdM_361-01,"Grijse, Jacques de",The Hague,Leiden,1597,15970118,15970119,15970120,French,
DvdM_363-01,"Haer, Floris van der",Antwerp,Leiden,1597,15971007,15971029,15971101,French,
DvdM_363-02,"Haer, Floris van der",Lille,Leiden,1597,15971104,15971117,NA,French,
DvdM_363-03,"Haer, Floris van der",Leiden,Haarlem,1598,15980106,15980106,NA,French,
DvdM_364-01,"Haghe, Jan van der",Bremen,Leiden,1598,15980801,15980816,NA,Dutch,No exact sent date
DvdM_364-02,"Haghe, Jan van der",Staden,Leiden,1598,15980901,15980914,NA,French,
DvdM_365-01,"Haghen, Pieter van der",Rotterdam,Leiden,1598,15980309,15980309,15980310,Dutch,
DvdM_365-02,"Haghen, Pieter van der",Amsterdam,Leiden,1599,15990427,NA,NA,Dutch,
DvdM_366-01,"Hardy, Petit du Claux",Middelburg,Leiden,1594,15940524,NA,NA,French,
DvdM_366-02,"Hardy, Petit du Claux",Middelburg,Leiden,1594,15940602,NA,NA,French,
DvdM_366-03,"Hardy, Petit du Claux",Dieppe,Leiden,1594,15940615,15940630,NA,French,
DvdM_366-04,"Hardy, Petit du Claux",Rouen,Leiden,1594,15940622,NA,NA,French,
DvdM_366-05,"Hardy, Petit du Claux",Paris,Leiden,1594,15940724,NA,NA,French,
DvdM_366-06,"Hardy, Petit du Claux",Paris,Leiden,1594,15940808,NA,NA,French,
DvdM_366-08,"Hardy, Petit du Claux",Paris,Leiden,1594,15940911,NA,NA,French,
DvdM_366-09,"Hardy, Petit du Claux",Paris,Leiden,1594,15940902,15941102,NA,French,
DvdM_366-10,"Hardy, Petit du Claux",Paris,Leiden,1594,15941018,15941124,NA,French,
DvdM_366-12,"Hardy, Petit du Claux",Rouen,Leiden,1594,15941123,15950118,NA,French,
DvdM_366-13,"Hardy, Petit du Claux",Rouen,Leiden,1594,15941220,NA,NA,French,
DvdM_366-14,"Hardy, Petit du Claux",Paris,Leiden,1595,15950131,15950310,15950503,French,
DvdM_366-15,"Hardy, Petit du Claux",Paris,Leiden,1595,15950401,15950430,15950530,French,
DvdM_366-16,"Hardy, Petit du Claux",Paris,Leiden,1595,15950422,15950510,NA,French,
DvdM_366-18,"Hardy, Petit du Claux",Paris,Leiden,1595,15950528,15950623,NA,French,
DvdM_366-19,"Hardy, Petit du Claux",Paris,Leiden,1595,15950617,15950705,NA,French,
DvdM_366-20,"Hardy, Petit du Claux",Paris,Leiden,1595,15950624,15950723,NA,French,
DvdM_366-21,"Hardy, Petit du Claux",Paris,Leiden,1595,15950727,15950827,NA,French,
DvdM_366-23,"Hardy, Petit du Claux",Paris,Leiden,1595,15950805,15950827,NA,French,
DvdM_366-24,"Hardy, Petit du Claux",Paris,Leiden,1595,15951010,NA,NA,French,
DvdM_366-25,"Hardy, Petit du Claux",Paris,Leiden,1595,15951210,NA,NA,French,
DvdM_367-01,"Hartius, Otto",Brussels,Antwerp,1594,15950910,15950911,15950912,French,Sent to the house of Marten della Faille.
DvdM_368-01,"Hecke, Oliver van",Cologne,Leiden,1593,15930403,15930409,NA,Dutch,
DvdM_369-01,"Heeften, Herbert van",Utrecht,Leiden,1597,15970521,15970522,NA,Dutch,
DvdM_370-01,"Hellerus, Christophorus",Utrecht,Leiden,1599,15990805,15990806,NA,Latin,
DvdM_370-02,"Hellerus, Christophorus",Bremen,Leiden,1599,15991104,15991114,15991119,Latin,
DvdM_370-03,"Hellerus, Christophorus",Bremen,Leiden,1599,15991106,NA,NA,Latin,
DvdM_370-04,"Hellerus, Christophorus",Bremen,Leiden,1599,NA,NA,NA,Latin,
DvdM_370-05,"Hellerus, Christophorus",Bremen,Leiden,1600,16000407,16000415,NA,Latin,
DvdM_370-06,"Hellerus, Christophorus",Bremen,Leiden,1600,16000623,NA,NA,Latin,
DvdM_401-01,"Corput, Hendrik van de",Dordrecht,Leiden,1592,15921206,15921212,NA,Dutch,
DvdM_401-02,"Corput, Hendrik van de",Dordrecht,Leiden,1592,15921211,15921214,NA,Dutch,
DvdM_401-03,"Corput, Hendrik van de",Dordrecht,Leiden,1593,15930419,15930419,15930420,Dutch,
DvdM_401-04,"Corput, Hendrik van de",Dordrecht,The Hague,1594,15940305,NA,NA,Dutch,
DvdM_401-06,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940323,15940327,NA,Dutch,
DvdM_401-07,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940412,NA,NA,Dutch,The date is not easy to read. Written in haste.
DvdM_401-08,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940413,NA,NA,Dutch,
DvdM_401-09,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940428,15940430,15940430,Dutch,
DvdM_401-10,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940529,15940529,NA,Dutch,
DvdM_401-11,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940531,15940603,NA,Dutch,
