"Inventory","name","count","source","destination","year","date","r_date"
"DvdM_274-23","Della Faille, Marten","1","Antwerp","Bremen","1589","1589-08-16","1589-08-27"
"DvdM_649-01","Wolf, Jan de","1","Haarlem","Bremen","1589","1589-08-17","NA"
"DvdM_538a-105/106","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-08-28","NA"
"DvdM_538a-107","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-09-02","NA"
"DvdM_538a-108/109","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-09-04","1589-10-17"
"DvdM_538a-110","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-09-10","1589-09-23"
"DvdM_538a-111/112","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-09-23","1589-11-02"
"DvdM_536-09","Eeckeren, Robert van","1","Antwerp","Bremen","1589","1589-09-27","1589-10-07"
"DvdM_536-10","Eeckeren, Robert van","1","Antwerp","Bremen","1589","1589-10-04","1589-10-15"
"DvdM_538a-113","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-10-19","1589-10-25"
"DvdM_274-24","Della Faille, Marten","1","Antwerp","Bremen","1589","1589-10-20","NA"
"DvdM_536-11","Eeckeren, Robert van","1","Antwerp","Bremen","1589","1589-10-25","1589-11-05"
"DvdM_274-25","Della Faille, Marten","1","Antwerp","Bremen","1589","1589-10-31","1589-11-12"
"DvdM_538a-114","Della Faille, Jacques","1","Amsterdam","Bremen","1589","1589-11-01","NA"
"DvdM_538a-115","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-11-14","1589-12-04"
"DvdM_538a-116","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-11-14","NA"
"DvdM_538a-120","Della Faille, Jacques","1","Amsterdam","Bremen","1589","1589-11-14","NA"
"DvdM_538a-117","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-11-21","NA"
"DvdM_536-12","Eeckeren, Robert van","1","Antwerp","Bremen","1589","1589-11-22","NA"
"DvdM_538a-118/119","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-12-12","1589-12-23"
"DvdM_538a-121","Della Faille, Jacques","1","Haarlem","Bremen","1589","1589-12-17","1590-01-05"
"DvdM_536-13","Eeckeren, Robert van","1","Antwerp","Bremen","1589","1589-12-20","NA"
"DvdM_274-26","Della Faille, Marten","1","Antwerp","Bremen","1589","1589-12-29","1590-01-06"
"DvdM_558-08","Janssen van der Meulen, Peeter","1","Lille","Vlissingen","1589","1590-12-16","NA"
"DvdM_274-27","Della Faille, Marten","1","Antwerp","Bremen","1590","1590-01-03","1590-01-16"
"DvdM_538a-122","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-01-14","1590-02-05"
"DvdM_454-01","Pittavin","1","Caen","Bremen","1590","1590-01-15","NA"
"DvdM_538a-125","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-01-16","1590-02-05"
"DvdM_536-14","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-01-17","1590-01-29"
"DvdM_606-04","Eeckeren, Hester van","1","Haarlem","Bremen","1590","1590-01-28","NA"
"DvdM_538a-123/124","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-02-05","1590-02-17"
"DvdM_536-15","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-02-07","NA"
"DvdM_538a-126/127","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-02-20","1590-03-01"
"DvdM_274-28","Della Faille, Marten","1","Antwerp","Bremen","1590","1590-02-21","1590-03-04"
"DvdM_536-16","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-02-21","1590-03-04"
"DvdM_538a-128","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-03-08","1590-03-19"
"DvdM_538a-129","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-03-09","NA"
"DvdM_536-17","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-03-21","1590-03-31"
"DvdM_274-29","Della Faille, Marten","1","Antwerp","Frankfurt","1590","1590-04-04","1590-04-16"
"DvdM_538a-130","Della Faille, Jacques","1","Haarlem","Frankfurt","1590","1590-04-06","NA"
"DvdM_536-18","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-04-11","1590-04-28"
"DvdM_538a-131","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-04-18","1590-04-27"
"DvdM_538a-132/133","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-04-20","NA"
"DvdM_536-19","Eeckeren, Robert van","1","Antwerp","Frankfurt","1590","1590-04-25","NA"
"DvdM_274-30","Della Faille, Marten","1","Antwerp","Frankfurt","1590","1590-04-28","1590-05-08"
"DvdM_536-20","Eeckeren, Robert van","1","Antwerp","Frankfurt","1590","1590-04-30","1590-05-13"
"DvdM_448","Pampius, Albertus","1","Helmstedt Brunswick","Bremen","1590","1590-06-18","NA"
"DvdM_649-02","Wolf, Jan de","1","Haarlem","Bremen","1590","1590-06-26","NA"
"DvdM_536-21","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-06-27","NA"
"DvdM_538a-134","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-07-03","NA"
"DvdM_538a-135","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-07-24","1590-07-29"
"DvdM_311","däó»Audenfort, Gomar","1","Amsterdam","Bremen","1590","1590-07-25","NA"
"DvdM_274-31","Della Faille, Marten","1","Antwerp","Bremen","1590","1590-08-01","1590-08-12"
"DvdM_468-01","Reide, Everhard de","1","The Hague","Bremen","1590","1590-08-06","NA"
"DvdM_538a-136/137","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-08-07","1590-08-12"
"DvdM_504","Warck, Reynerus van de","1","Marburg","Frankfurt","1590","1590-08-11","NA"
"DvdM_538a-138","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-08-14","1590-08-19"
"DvdM_524-01","Berrewijns, Hans","1","Hamburg","Bremen","1590","1590-08-16","1590-08-22"
"DvdM_538a-139","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-08-21","1590-08-27"
"DvdM_274-32","Della Faille, Marten","1","Antwerp","Bremen","1590","1590-08-22","1590-09-01"
"DvdM_567","Kindt, P.A.","1","Frankfurt","Bremen","1590","1590-08-24","NA"
"DvdM_536-22","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-08-25","NA"
"DvdM_628-01","Stiger, Hans de","1","Nuremberg","Bremen","1590","1590-08-28","NA"
"DvdM_538a-140","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-08-28","1590-09-02"
"DvdM_538a-141/142","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-09-11","1590-09-25"
"DvdM_538a-143","Della Faille, Jacques","1","Haarlem","Bremen","1590","1590-09-18","1590-09-25"
"DvdM_536-23","Eeckeren, Robert van","1","Antwerp","Frankfurt","1590","1590-09-23","NA"
"DvdM_649-03","Wolf, Jan de","1","Haarlem","Bremen","1590","1590-09-24","1590-10-07"
"DvdM_684-01","Unknown correspondents","1","Dieppe","NA","1590","1590-10-01","NA"
"DvdM_535-001","Eeckeren, Francisco van","1","Venice","Bremen","1590","1590-10-05","1590-10-21"
"DvdM_658-02/4","Beke, Jan van der","1","Vlissingen","Bremen","1590","1590-10-06","NA"
"DvdM_536-24","Eeckeren, Robert van","1","Antwerp","Bremen","1590","1590-10-17","NA"
"DvdM_612","Perger, Marttin Enrus","1","Hamburg","Bremen","1590","1590-10-23","NA"
"DvdM_313","Bastingius, Jeremias","1","Dordrecht","Bremen","1590","1590-12-10","NA"
"DvdM_519-01","Bellasi, Agostino","1","London","Antwerp","1591","1591-02-07","NA"
"DvdM_553-03","Hoest, Mattheus de","1","Leiden","Antwerp","1591","1591-02-12","NA"
"DvdM_558-009","Janssen van der Meulen, Peeter","1","Middelburg","Antwerp","1591","1591-02-13","NA"
"DvdM_569-01","Klamp, Johann","1","Bremen","Antwerp","1591","1591-02-16","NA"
"DvdM_677-01","Montens, Godevart","1","Bremen","Antwerp","1591","1591-02-19","NA"
"DvdM_558-010","Janssen van der Meulen, Peeter","1","Middelburg","Antwerp","1591","1591-02-25","NA"
"DvdM_656","Backer, Andre","1","Halberstadt","Bremen","1591","1591-03-17","NA"
"DvdM_296-01","Pierens, Anna","1","Stade","Bremen","1591","1591-04-11","NA"
"DvdM_519-02","Matzo, Cesaro","1","Leiden","Antwerp","1591","1591-04-16","NA"
"DvdM_324","Bormania, Rinaldo de","1","Naples, Italy","Bremen","1591","1591-05-25","NA"
"DvdM_530","Boots, Hans","1","Wesel","Bremen","1591","1591-07-21","NA"
"DvdM_558-011","Janssen van der Meulen, Peeter","1","Newbury, England","Bremen","1591","1591-08-16","NA"
"DvdM_538a-144","Della Faille, Jacques","1","Haarlem","Bremen","1591","1591-08-20","1591-08-25"
"DvdM_660-004","Bongars, Jacques","1","Frankfurt","Bremen","1591","1591-08-23","1591-08-28"
"DvdM_519-03","Bellasi, Agostino","1","Verona","Bremen","1591","1591-08-30","1591-09-30"
"DvdM_638-001","Vogele, Joos de","1","Haarlem","Bremen","1591","1591-08-31","NA"
"DvdM_579-05","Lempereur, Antonio","1","Amsterdam","Bremen","1591","1591-09-03","NA"
"DvdM_536-25","Eeckeren, Robert van","1","Antwerp","Bremen","1591","1591-09-04","1591-09-15"
"DvdM_586-01","Maillet, Pierre","1","Middelburg","Bremen","1591","1591-09-06","1591-09-28"
"DvdM_660-005","Bongars, Jacques","1","Frankfurt","Bremen","1591","1591-09-06","NA"
"DvdM_519-04","Bellasi, Agostino","1","Verona","Bremen","1591","1591-09-11","1591-09-30"
"DvdM_536-26","Eeckeren, Robert van","1","Antwerp","Bremen","1591","1591-09-11","NA"
"DvdM_658-05","Beke, Jan van der","1","Vlissingen","Bremen","1591","1591-09-12","NA"
"DvdM_660-006","Bongars, Jacques","1","Frankfurt","Bremen","1591","1591-09-13","1591-09-20"
"DvdM_535-003","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-09-14","1591-09-30"
"DvdM_538a-145","Della Faille, Jacques","1","Haarlem","Bremen","1591","1591-09-15","NA"
"DvdM_558-012","Janssen van der Meulen, Peeter","1","Newbury, England","Bremen","1591","1591-09-17","1591-10-26"
"DvdM_586-02","Maillet, Pierre","1","Middelburg","Bremen","1591","1591-09-17","1591-09-28"
"DvdM_660-007","Bongars, Jacques","1","Frankfurt","Bremen","1591","1591-09-18","1591-09-23"
"DvdM_553-04","Hoest, Mattheus de","1","Leiden","Bremen","1591","1591-09-20","NA"
"DvdM_677-02","Montens, Godevart","1","Leiden","Bremen","1591","1591-09-22","NA"
"DvdM_538a-146","Della Faille, Jacques","1","Haarlem","Bremen","1591","1591-09-24","NA"
"DvdM_535-004/5","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-09-27","1591-10-14"
"DvdM_602-01","Neste, Antonio van","1","Venice","Bremen","1591","1591-09-27","1591-10-14"
"DvdM_598-01","Minau, Balthasar","1","Vicenza","Bremen","1591","1591-10-01","NA"
"DvdM_536-27","Eeckeren, Robert van","1","Antwerp","Bremen","1591","1591-10-02","NA"
"DvdM_454-02","Pittavin","1","Caen","Bremen","1591","1591-10-03","NA"
"DvdM_657-03","Banos, Theophile de","1","Frankfurt","Bremen","1591","1591-10-03","1591-10-24"
"DvdM_535-006","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-10-04","1591-10-21"
"DvdM_519-05","Bellasi, Agostino","1","Verona","Bremen","1591","1591-10-09","NA"
"DvdM_536-28","Eeckeren, Robert van","1","Antwerp","Bremen","1591","1591-10-09","NA"
"DvdM_553-05","Hoest, Mattheus de","1","Leiden","Leiden","1591","1591-10-10","NA"
"DvdM_519-06","Bellasi, Agostino","1","Verona","Bremen","1591","1591-10-16","1591-11-04"
"DvdM_519-07","Bellasi, Agostino","1","Verona","Bremen","1591","1591-10-18","1591-11-19"
"DvdM_535-007","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-10-18","1591-11-04"
"DvdM_558-013","Janssen van der Meulen, Peeter","1","Newbury, England","Bremen","1591","1591-10-19","1591-11-18"
"DvdM_519-08","Bellasi, Agostino","1","Verona","Bremen","1591","1591-10-23","1591-11-26"
"DvdM_598-02","Minau, Balthasar","1","Vicenza","Bremen","1591","1591-10-23","1591-11-09"
"DvdM_535-008","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-10-25","1591-11-11"
"DvdM_536-29","Eeckeren, Robert van","1","Antwerp","Bremen","1591","1591-10-26","NA"
"DvdM_598-03","Minau, Balthasar","1","Vicenza","Bremen","1591","1591-10-31","1591-11-19"
"DvdM_602-02","Neste, Antonio van","1","Venice","Bremen","1591","1591-11-01","1591-11-19"
"DvdM_274-33","Della Faille, Marten","1","Antwerp","Leiden","1591","1591-11-07","1591-11-18"
"DvdM_535-009","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-11-08","1591-11-26"
"DvdM_332","Bukentop, Hendrick","1","The Hague","Leiden","1591","1591-11-12","NA"
"DvdM_558-014","Janssen van der Meulen, Peeter","1","Newbury, England","Leiden","1591","1591-11-14","NA"
"DvdM_535-010","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-11-15","1591-12-02"
"DvdM_598-04","Minau, Balthasar","1","Vicenza","Bremen","1591","1591-11-15","1591-11-28"
"DvdM_468-03","Reide, Everhard de","1","The Hague","Leiden","1591","1591-11-17","1591-11-23"
"DvdM_535-012","Eeckeren, Francisco van","1","Venice","Bremen","1591","1591-11-22","1591-12-09"
"DvdM_598-05","Minau, Balthasar","1","Vicenza","Bremen","1591","1591-11-22","1591-12-12"
"DvdM_278","Frumault, Robert","1","The Hague","Leiden","1591","1591-12-04","NA"
"DvdM_558-015","Janssen van der Meulen, Peeter","1","Newbury, England","Leiden","1591","1591-12-08","NA"
"DvdM_274-34","Della Faille, Marten","1","Antwerp","Leiden","1591","1591-12-10","1591-12-19"
"DvdM_502-01","Eynde, Anneken van den","1","Bergen op Zoom","Bremen","1591","NA","NA"
